,2017 Pop,2017 Unmarried Women,High School Graduate,Unemployment,Percent Under the Poverty lavel,Mean Income,Sex Ratio,Mean Age,zip code tabulation area
14984,518,-666666666.0,41.9,3.9,6.0,60125,75.6,48.6,46731
14985,830,-666666666.0,57.9,1.1,4.5,66488,140.6,50.6,46766
14986,8181,22.0,37.5,5.8,7.4,70529,100.1,34.2,46767
14987,17021,67.8,36.6,5.9,11.9,67736,90.2,43.5,46011
14988,17330,32.6,41.1,8.1,18.7,48677,92.9,41.0,46013
14989,22778,16.3,45.8,5.5,14.5,61233,97.2,37.2,46041
14990,2983,81.3,45.8,3.9,7.3,63905,95.4,38.9,46044
14991,5814,3.5,12.3,5.8,11.7,88175,93.6,29.7,46075
14992,210,-666666666.0,42.4,12.9,7.1,52603,128.3,38.1,46111
14993,1780,-666666666.0,45.1,5.0,19.2,55966,90.2,47.5,46115
14994,40,-666666666.0,0.0,0.0,0.0,-999999999,150.0,58.7,46125
14995,249,-666666666.0,70.6,6.3,4.8,88381,144.1,48.9,46127
14996,2343,0.0,32.7,5.8,9.3,79008,83.0,37.4,46149
14997,4169,35.4,42.3,1.9,5.9,85454,118.2,33.3,46157
14998,1656,-666666666.0,45.3,1.3,16.7,55046,130.3,42.8,46171
14999,25703,57.2,38.1,11.2,38.9,37592,87.8,28.1,46806
15000,17057,12.9,25.5,10.2,22.3,52601,92.2,33.2,46807
15001,3299,0.0,41.2,6.0,11.7,68303,92.1,36.4,46910
15002,2502,36.8,32.0,4.3,16.3,64070,91.7,41.2,46919
15003,200,-666666666.0,57.9,7.7,19.5,44820,181.7,38.8,46931
15004,23921,69.1,41.3,10.4,27.1,44596,91.4,34.8,46953
15005,11525,28.6,24.3,4.1,2.5,124268,107.3,37.1,46040
15006,2378,0.0,32.3,4.7,16.7,54793,82.4,30.9,46048
15007,11445,0.0,16.4,3.9,1.1,133258,94.2,35.3,46055
15008,2360,20.0,38.0,6.4,11.7,78973,109.8,40.4,46070
15009,3539,8.7,37.4,7.5,6.3,82217,108.7,43.6,46071
15010,27666,5.2,9.7,2.9,1.9,166850,96.6,37.8,46077
15011,6008,0.0,27.3,2.8,7.8,115173,113.3,31.7,46106
15012,736,-666666666.0,49.2,6.9,0.0,75284,109.7,45.3,46117
15013,1772,0.0,50.7,8.8,7.3,60349,127.5,43.7,46128
15014,32088,20.4,34.7,5.3,11.2,72261,94.2,38.5,46131
15015,613,20.0,54.0,6.4,10.0,60304,103.7,47.8,46133
15016,6514,0.0,38.0,8.6,13.0,70041,105.4,46.4,46160
15017,12266,21.2,27.5,1.9,4.2,101082,98.1,43.8,46163
15018,1418,-666666666.0,44.3,6.1,4.6,78504,113.6,49.0,46165
15019,4647,0.0,41.1,6.5,4.1,81428,117.1,41.6,46181
15020,1427,0.0,42.0,2.8,3.5,70244,107.1,50.9,46182
15021,1851,0.0,41.2,2.4,11.7,75946,99.5,39.1,46186
15022,23300,68.4,24.1,12.3,31.9,63791,80.7,31.6,46208
15023,37284,29.8,33.0,9.3,20.3,51187,94.5,38.9,46219
15024,28426,40.0,27.7,4.1,6.7,79085,96.5,33.6,46239
15025,31610,66.8,38.2,11.1,31.0,45849,97.1,32.2,46241
15026,7530,30.9,24.1,4.7,7.3,75288,101.4,39.0,46280
15027,28033,42.0,26.6,7.5,7.1,66697,87.8,37.3,46815
15028,9578,72.8,40.2,16.8,50.9,28277,111.7,29.1,46803
15029,28952,42.2,22.6,4.1,6.9,89347,87.1,40.7,46804
15030,19434,54.2,36.7,6.5,18.3,48353,102.1,34.2,46808
15031,1867,22.2,44.2,5.9,16.8,53580,105.6,37.5,46917
15032,1143,0.0,40.4,8.2,7.8,71563,92.4,39.5,46920
15033,4557,62.7,44.9,6.5,14.1,58599,108.6,42.3,46928
15034,5283,13.6,40.4,2.0,14.3,62240,100.8,40.8,46554
15035,2741,0.0,33.4,3.1,6.7,60259,118.8,51.6,46555
15036,9144,87.8,44.4,7.7,10.0,61177,95.2,43.6,46574
15037,5140,0.0,18.9,5.2,12.6,75217,90.1,30.1,46590
15038,18413,46.5,33.1,3.4,10.3,73437,103.3,41.2,46706
15039,7599,18.1,36.2,2.8,7.2,77303,95.2,42.6,46723
15040,1135,100.0,41.1,2.5,10.4,65647,95.4,42.7,46730
15041,3327,21.6,44.5,3.3,6.3,67186,95.1,41.8,46773
15042,16954,29.8,33.3,7.2,10.3,61353,98.5,35.5,46774
15043,3614,22.6,33.0,0.7,16.7,77307,106.5,35.3,46788
15044,1007,0.0,43.3,10.5,6.2,63575,124.3,39.5,46791
15045,1559,0.0,39.9,0.9,3.7,80626,93.9,48.4,46798
15046,35104,24.8,24.8,3.6,9.2,72320,94.5,35.7,46835
15047,40107,43.0,36.9,7.9,20.0,57211,99.6,39.9,46901
15048,35568,21.8,38.2,5.8,15.7,61466,87.1,41.9,46902
15049,76,-666666666.0,45.5,3.7,5.3,51811,76.7,49.0,46930
15050,2999,77.8,48.2,3.5,12.7,51028,86.4,47.4,46938
15051,28020,38.6,38.2,6.7,15.7,56214,100.6,39.4,46947
15052,726,-666666666.0,59.4,2.1,5.8,56109,105.1,46.0,46950
15053,1923,40.0,42.6,6.0,16.6,59900,93.9,42.1,46951
15054,23323,26.0,41.0,10.1,18.4,58060,113.7,38.9,46970
15055,42015,32.4,38.8,4.9,13.4,62427,91.8,39.2,46514
15056,13534,25.5,35.6,3.6,11.2,74442,100.6,35.7,46582
15057,5067,45.2,51.8,5.1,7.2,65857,99.7,38.7,46721
15058,5311,8.1,25.7,2.5,5.7,104368,102.4,38.6,46748
15059,1355,-666666666.0,49.4,9.0,8.1,58328,102.5,39.3,46760
15060,12315,2.0,36.8,3.8,10.4,65920,98.3,31.8,46761
15061,1446,100.0,41.7,7.4,10.1,60042,106.6,45.1,46776
15062,4334,48.8,43.1,6.8,7.9,59053,95.9,39.0,46793
15063,3810,28.1,38.1,5.2,4.5,69543,103.2,39.1,46797
15064,10168,34.1,43.0,5.8,11.6,82695,284.4,36.3,46391
15065,67,-666666666.0,41.8,16.0,22.4,62095,123.3,60.5,46045
15066,2304,0.0,44.2,3.3,3.3,75854,89.3,49.1,46056
15067,1285,72.7,57.0,3.1,8.9,71849,94.4,39.9,46057
15068,1519,100.0,38.7,4.1,14.3,55062,99.3,48.8,46531
15069,3861,7.5,49.6,3.7,11.4,57791,94.2,36.9,46542
15070,24513,43.4,29.4,6.8,18.8,53609,90.9,37.7,46545
15071,13155,10.3,35.9,2.5,6.8,72074,96.9,30.8,46550
15072,7410,0.0,13.8,5.4,70.0,18729,88.5,20.6,46556
15073,8738,5.6,28.4,1.4,5.4,75121,97.4,26.0,46565
15074,1025,100.0,36.4,2.5,12.5,71929,78.6,39.6,46570
15075,6491,71.6,29.5,16.8,50.4,28320,117.2,33.7,46601
15076,18044,0.0,38.0,4.6,6.4,81257,100.8,39.1,46356
15077,5468,10.6,38.1,7.9,17.9,55293,96.1,42.6,46366
15078,15377,15.3,26.3,2.8,2.7,121923,95.8,44.2,46373
15079,318,68.2,39.8,5.6,0.0,63749,120.8,42.5,46393
15080,7625,49.5,34.8,20.0,33.8,37679,98.3,40.0,46409
15081,38275,7.2,7.5,3.2,2.1,151604,93.7,40.6,46033
15082,11756,26.7,45.5,6.6,19.1,58529,101.4,42.3,46036
15083,11459,26.8,24.3,1.4,4.5,83889,111.0,33.2,46540
15084,8912,46.6,31.1,5.1,9.8,78663,101.3,44.3,46567
15085,10874,73.6,38.9,10.1,29.9,44906,99.1,30.5,46613
15086,5714,59.5,29.1,11.8,27.3,49212,110.6,32.9,46616
15087,22332,65.0,38.7,8.6,25.0,46928,95.8,34.2,46619
15088,8052,26.7,48.0,6.5,7.5,64153,118.6,43.1,46701
15089,7846,0.0,38.9,5.8,23.9,62071,99.9,29.7,46711
15090,4321,0.0,32.1,6.9,30.5,53010,90.8,26.4,46740
15091,2925,35.0,41.1,2.1,7.9,62530,111.5,42.6,46747
15092,18793,20.3,15.3,3.9,12.2,88569,89.1,41.5,46240
15093,13984,42.7,45.2,7.0,6.0,61928,95.7,39.0,46310
15094,8152,41.9,38.7,4.9,8.9,65342,99.4,42.5,46923
15095,5972,0.0,35.1,3.9,7.4,76270,91.2,45.5,46936
15096,19079,92.9,38.8,6.9,16.3,55126,81.5,45.5,46952
15097,587,0.0,51.9,8.2,22.8,42845,90.6,42.8,46957
15098,57,-666666666.0,47.1,0.0,29.8,29423,42.5,62.1,46968
15099,2316,28.6,40.8,4.5,20.7,54298,86.3,37.3,46982
15100,1576,53.8,47.3,1.4,12.5,55885,110.7,44.2,46986
15101,397,0.0,60.8,0.0,25.7,39902,71.9,39.9,46759
15102,1353,0.0,47.6,0.3,4.4,68171,106.9,47.3,46764
15103,6502,0.0,35.1,3.0,7.7,68366,94.6,37.4,46777
15104,828,0.0,50.1,3.5,7.4,61460,124.4,46.3,46781
15105,6630,0.0,31.7,2.2,5.7,103906,99.3,39.0,46783
15106,2086,30.8,38.4,6.1,9.2,77931,97.4,46.9,46784
15107,1740,-666666666.0,52.8,7.6,3.8,69001,110.7,40.8,46794
15108,20838,20.0,29.9,5.4,10.3,71325,101.9,36.6,46818
15109,1204,0.0,37.0,3.0,3.6,81600,121.7,48.3,46913
15110,561,-666666666.0,37.7,0.0,0.0,54285,169.7,52.8,46958
15111,1587,0.0,62.3,2.2,11.7,55894,99.6,34.8,46985
15112,915,-666666666.0,51.8,6.3,11.9,60272,116.3,43.9,46987
15113,1028,-666666666.0,40.6,7.9,17.7,108502,94.0,40.2,46988
15114,801,0.0,27.3,0.0,2.4,63680,115.9,42.0,46990
15115,1594,0.0,40.0,5.3,12.5,60527,101.5,44.4,46991
15116,16251,51.6,41.9,5.2,13.4,59990,95.0,44.7,46992
15117,6456,0.0,42.3,6.5,15.8,55624,102.4,44.6,46996
15118,29852,66.3,35.0,14.3,34.8,37625,95.7,35.5,46201
15119,7282,61.4,33.0,8.9,22.1,44434,100.9,34.5,46225
15120,28732,22.5,24.0,3.9,4.6,86718,105.2,37.0,46234
15121,18999,33.1,16.6,5.6,7.2,78170,97.3,33.7,46250
15122,14103,53.8,38.6,7.9,9.4,86129,103.5,35.6,46303
15123,11596,36.1,34.0,9.0,25.7,52217,100.1,33.3,46327
15124,173,0.0,50.8,0.0,2.3,64720,106.0,44.1,46345
15125,908,54.5,57.6,2.0,4.6,80827,96.1,47.6,46340
15126,10324,45.1,43.4,5.8,10.8,73915,91.4,37.9,46341
15127,1363,84.2,41.2,12.1,25.6,42347,94.4,31.5,46346
15128,42459,45.8,37.9,7.1,14.8,67026,94.9,41.8,46350
15129,43473,60.9,36.7,9.8,21.5,57228,101.7,39.7,46360
15130,761,-666666666.0,51.1,2.9,0.0,56125,113.2,52.8,46365
15131,23312,22.0,31.3,6.0,3.5,93531,99.1,44.8,46375
15132,13351,70.1,34.1,7.7,31.3,53079,76.7,39.6,46403
15133,3810,70.0,49.6,2.6,7.2,65894,98.1,39.4,46504
15134,2449,63.5,45.2,6.0,11.3,58132,105.3,37.2,46539
15135,6665,40.7,35.2,6.5,12.8,83289,98.0,44.3,46552
15136,13292,28.5,34.0,3.3,8.7,76805,85.3,38.0,46561
15137,8372,51.7,45.9,6.4,20.1,55140,87.1,36.6,46738
15138,1999,0.0,47.4,4.4,7.3,75217,96.0,43.4,46745
15139,15188,33.4,41.0,5.4,13.2,55954,95.2,39.2,46755
15140,3230,0.0,34.1,4.0,20.5,68915,93.4,21.8,46772
15141,2124,17.6,41.6,2.3,6.7,62016,95.4,34.0,46779
15142,22838,37.1,40.1,3.7,10.1,67670,100.7,41.7,46725
15143,18984,36.1,43.6,4.8,13.5,59225,99.9,38.6,46733
15144,26659,31.6,43.4,4.1,12.2,58816,93.8,39.7,46750
15145,1969,50.0,28.5,7.8,11.4,84042,91.5,37.3,46763
15146,3054,10.3,39.4,1.4,10.9,70216,100.3,39.8,46770
15147,1442,50.0,54.9,9.0,9.2,75630,98.3,37.5,46785
15148,20872,38.0,30.3,5.5,19.4,48203,87.7,35.3,46805
15149,2190,0.0,36.6,3.0,4.3,83516,120.3,42.5,46058
15150,395,83.3,54.7,4.9,11.7,52138,113.5,41.7,46063
15151,12644,39.3,40.4,8.6,15.9,51790,82.2,40.3,46107
15152,30066,32.7,26.8,3.6,7.8,90286,87.1,39.3,46142
15153,170,-666666666.0,42.4,0.0,0.0,59508,174.2,52.7,46144
15154,763,0.0,47.5,9.0,24.4,62849,100.8,37.7,46150
15155,33925,47.7,29.4,5.5,6.9,80011,101.3,38.2,46168
15156,2276,-666666666.0,43.3,7.2,14.8,67980,100.4,45.1,46172
15157,39250,70.8,35.6,9.5,28.0,47104,100.9,33.8,46203
15158,36508,56.2,35.2,9.1,35.2,39503,98.9,29.5,46222
15159,36881,71.0,28.3,8.0,32.0,44327,97.7,30.7,46224
15160,45468,66.5,33.4,15.5,26.9,44817,82.2,33.3,46226
15161,15557,26.2,20.5,7.7,7.8,83735,86.0,39.0,46228
15162,10257,62.5,32.6,5.3,9.8,70726,102.7,38.6,46231
15163,40259,73.6,26.2,8.1,19.0,56606,79.1,30.2,46254
15164,32798,57.2,16.9,4.7,18.9,80668,87.8,35.1,46260
15165,8129,0.0,12.1,4.6,4.3,159325,93.3,43.4,46278
15166,2290,33.3,40.2,3.8,5.4,84997,94.6,46.2,46031
15167,6845,0.0,33.9,3.3,4.8,85033,99.7,42.3,46034
15168,73,-666666666.0,60.0,0.0,27.4,-999999999,69.8,45.7,46047
15169,2345,0.0,37.6,5.5,20.9,67058,92.8,36.4,46050
15170,1593,60.0,35.9,4.5,10.6,64852,109.6,43.7,46076
15171,36213,25.8,24.2,4.2,2.6,94966,100.9,37.9,46112
15172,15663,14.7,30.8,6.5,8.3,74660,101.8,35.9,46113
15173,5319,61.7,43.5,6.7,11.8,63205,104.0,43.1,46120
15174,1787,0.0,49.4,3.4,16.2,72893,96.8,35.9,46166
15175,10533,46.6,44.7,3.1,19.3,57080,92.8,42.2,46173
15176,27485,53.7,42.0,5.0,13.3,64507,93.6,40.0,46176
15177,13281,28.9,36.5,4.2,4.0,75180,95.5,34.4,46184
15178,26757,79.2,40.5,17.3,38.2,35356,92.4,38.5,46218
15179,36503,15.7,12.4,3.8,6.1,99506,94.1,36.2,46220
15180,30504,32.4,29.1,4.5,14.9,68428,89.8,41.3,46614
15181,9246,27.8,14.7,4.6,14.9,82966,101.6,33.0,46617
15182,6728,40.2,25.2,6.0,17.8,64371,85.2,44.4,46635
15183,7642,0.0,37.2,4.0,8.7,71746,92.5,47.4,46737
15184,3808,6.3,44.4,2.9,5.9,72243,101.8,41.6,46573
15185,15257,20.9,27.2,4.5,12.2,66865,99.3,36.4,46637
15186,14310,65.9,38.7,11.9,33.6,44178,85.9,30.6,46320
15187,3333,25.9,35.6,3.8,9.8,68478,96.6,48.0,46536
15188,1499,44.4,32.8,4.8,12.8,63623,121.7,47.2,46914
15189,21969,41.8,35.6,2.5,8.0,72182,98.9,42.6,46052
15190,3225,47.6,39.3,3.0,10.3,78685,106.7,42.6,46147
15191,39986,6.1,23.8,3.9,8.5,84756,97.1,32.8,46060
15192,21380,35.3,33.1,5.6,9.7,74760,97.3,37.9,46580
15193,3543,14.3,48.2,7.4,9.0,60582,105.4,38.1,46501
15194,4642,29.0,42.0,2.5,14.5,62436,117.2,39.7,46746
15195,712,0.0,47.0,5.4,8.3,72498,108.8,47.6,46049
15196,20976,35.2,42.6,4.2,12.1,66650,116.0,35.7,46135
15197,28360,46.6,18.2,4.9,6.0,106446,95.7,39.8,46236
15198,19,-666666666.0,0.0,0.0,0.0,-999999999,111.1,-666666666.0,46502
15199,4204,8.1,47.7,4.2,11.9,62943,101.5,39.2,46510
15200,31012,39.8,20.5,3.5,5.1,127641,96.5,41.0,46530
15201,1765,52.6,37.4,3.9,7.7,64696,92.3,45.8,46532
15202,2843,0.0,41.5,8.1,5.0,61504,99.6,42.3,46994
15203,17837,56.6,38.0,8.3,9.4,67193,100.0,36.9,46319
15204,26599,66.5,38.9,7.7,19.6,54192,99.4,33.3,46221
15205,57023,34.4,37.0,5.7,19.6,52479,94.5,33.4,46227
15206,25457,40.6,20.8,6.9,15.3,61541,86.7,34.7,46268
15207,22511,39.9,36.9,9.4,19.1,55884,99.8,34.7,46324
15208,3092,0.0,47.7,6.5,16.5,66554,120.2,47.8,46349
15209,38828,34.2,39.7,6.8,16.8,65296,90.4,39.2,46368
15210,912,-666666666.0,52.2,2.5,3.0,75231,104.9,44.2,46374
15211,314,0.0,41.9,16.7,4.1,52472,74.4,40.6,46377
15212,39962,24.7,32.0,5.6,8.4,94494,97.6,40.0,46385
15213,15977,78.9,40.5,16.9,35.1,43059,89.3,38.8,46408
15214,2662,0.0,41.1,6.5,4.9,66267,99.0,44.4,46940
15215,4896,59.2,28.7,6.6,12.7,76975,93.7,23.4,46989
15216,9795,41.4,35.9,4.6,13.1,58075,87.6,37.9,46819
15217,22187,19.4,19.2,3.1,3.6,110389,101.2,40.2,46845
15218,509,-666666666.0,59.0,5.3,24.8,48112,86.4,31.1,46110
15219,2430,0.0,42.4,4.3,1.7,79227,134.8,43.9,46130
15220,55476,27.5,28.5,5.1,9.9,85262,97.7,36.5,46143
15221,5587,18.6,46.0,7.1,12.8,67061,102.4,38.4,46148
15222,31601,39.9,40.7,5.9,14.4,71123,96.6,41.9,46151
15223,1535,0.0,43.8,5.6,23.8,75929,107.4,39.4,46156
15224,22362,39.6,40.9,6.0,10.6,71544,93.3,42.9,46158
15225,19317,32.2,15.0,8.0,31.4,59086,109.6,30.0,46202
15226,28380,46.0,20.8,10.3,25.1,68389,89.6,32.8,46205
15227,14491,40.3,40.8,2.2,13.9,57241,93.8,43.1,46975
15228,17441,75.3,34.8,14.2,31.5,41995,79.2,37.6,46404
15229,33873,31.0,27.5,4.7,11.7,72820,91.2,34.9,46217
15230,30303,58.1,37.4,7.5,11.9,68507,90.9,38.9,46342
15231,987,0.0,39.3,4.5,13.0,70860,87.3,41.4,46035
15232,3374,25.3,31.4,3.0,6.7,87687,107.8,23.6,46543
15233,3753,6.7,46.1,2.2,6.7,68072,104.7,41.9,46792
15234,32,100.0,0.0,0.0,15.6,-999999999,100.0,27.2,46704
15235,209,-666666666.0,58.6,0.0,9.6,65758,72.7,49.8,46984
15236,34420,20.7,19.8,2.3,4.8,105346,92.6,36.6,46062
15237,40798,9.7,9.4,3.4,3.6,137643,95.0,35.7,46037
15238,73,0.0,67.9,0.0,0.0,56757,108.6,24.6,46146
15239,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,-666666666.0,46771
15240,17,-666666666.0,0.0,-666666666.0,0.0,-999999999,-666666666.0,-666666666.0,46183
15241,2102,14.3,48.5,6.1,16.5,56197,108.7,48.3,46702
15242,3640,16.7,47.2,5.4,10.5,64966,92.7,39.8,46787
15243,167,-666666666.0,0.0,-666666666.0,100.0,-999999999,68.7,14.6,46786
15244,115,100.0,50.6,15.7,20.9,38147,101.8,45.9,46967
15245,3555,35.9,41.7,2.9,9.3,66242,98.7,38.9,46065
15246,5291,0.0,40.2,4.7,7.5,82262,86.6,45.2,46121
15247,969,0.0,43.8,5.0,9.8,67105,91.5,45.1,46180
15248,11577,0.0,28.0,3.6,2.1,106059,99.8,35.9,46259
15249,583,100.0,41.1,3.7,3.6,62690,75.6,42.5,46915
15250,28,-666666666.0,0.0,0.0,0.0,-999999999,211.1,30.3,46922
15251,5003,36.8,36.7,6.1,6.8,74787,93.8,43.2,46126
15252,2864,25.0,37.8,5.8,12.6,69384,95.0,42.8,46051
15253,16856,25.6,32.7,3.9,4.9,91459,148.3,38.2,46064
15254,31580,19.0,12.9,2.7,7.3,112095,97.2,34.4,46074
15255,8376,27.8,51.4,2.9,15.7,59656,122.2,36.6,46124
15256,9574,61.2,39.6,8.9,11.6,63802,98.6,37.4,46506
15257,9549,11.3,32.2,8.0,9.4,86772,97.0,40.4,46507
15258,24489,31.7,37.9,5.3,19.5,57349,100.8,35.7,46517
15259,244,-666666666.0,52.8,0.0,0.0,65076,313.6,31.6,46155
15260,2804,48.1,46.0,4.0,5.4,72351,104.7,42.2,46161
15261,4127,0.0,34.4,7.1,13.6,85275,101.8,46.7,46164
15262,6264,9.1,26.2,1.9,3.2,87166,99.0,40.4,46167
15263,29000,34.3,38.3,10.6,17.9,64990,87.3,35.2,46229
15264,5736,86.1,47.1,5.3,12.7,58363,102.6,45.0,46017
15265,47108,4.9,10.5,3.1,4.8,143795,93.0,38.8,46032
15266,42003,8.6,11.6,3.9,3.7,104439,96.3,35.3,46038
15267,555,-666666666.0,54.2,8.1,9.5,60570,117.6,58.1,46039
15268,2604,5.9,46.9,5.9,7.6,69927,104.1,49.9,46068
15269,9084,18.4,42.3,3.2,10.0,64242,91.9,43.0,46072
15270,299,33.3,24.1,4.4,24.1,71716,80.1,31.6,46103
15271,1029,-666666666.0,48.5,12.5,10.0,68092,106.2,41.1,46104
15272,2027,-666666666.0,43.4,3.8,6.0,70294,137.1,39.3,46105
15273,5196,30.5,42.2,2.7,13.9,81795,104.4,44.0,46118
15274,15963,22.5,36.7,6.2,6.0,80885,98.1,38.3,46122
15275,34276,44.2,24.0,4.9,4.1,102499,94.7,35.7,46123
15276,39213,14.8,36.1,4.7,9.8,71967,90.4,40.5,46140
15277,550,-666666666.0,55.3,6.1,19.6,64316,95.7,35.0,46162
15278,621,5.4,61.6,1.8,35.4,50381,105.6,39.4,46175
15279,7554,65.6,19.0,4.3,23.8,76266,167.9,31.7,46204
15280,24190,49.1,28.5,5.4,12.6,56670,89.9,34.1,46214
15281,2117,100.0,24.0,10.4,11.9,54773,85.9,38.1,46216
15282,39499,13.9,28.0,4.0,9.3,75407,96.4,35.3,46237
15283,22835,37.4,15.5,5.4,8.7,97947,96.1,43.3,46256
15284,24910,17.2,32.2,4.9,8.2,94478,104.9,39.6,46304
15285,22938,9.6,32.7,5.5,7.7,73803,93.1,42.5,46322
15286,18265,74.6,40.8,12.2,20.3,50377,91.5,36.3,46816
15287,29068,20.8,25.0,4.7,10.8,65018,98.6,35.1,46825
15288,1374,0.0,38.1,3.3,3.9,68252,100.3,35.7,46911
15289,1587,12.5,44.2,3.6,8.2,58963,121.6,44.7,46926
15290,1035,0.0,45.0,9.4,8.8,81178,127.0,45.3,46960
15291,630,-666666666.0,13.4,2.8,6.2,133712,112.8,64.1,46301
15292,22155,41.3,36.0,8.2,18.1,56425,99.6,33.5,46323
15293,1080,60.7,43.3,7.8,8.8,70598,92.2,38.8,46348
15294,9462,68.4,43.5,19.3,35.1,40372,95.5,36.0,46406
15295,38299,43.1,32.7,8.0,12.2,63162,88.3,38.5,46410
15296,33105,49.8,37.1,10.5,21.6,54900,95.5,33.6,46516
15297,599,40.0,43.0,2.0,3.8,59050,103.1,42.2,46537
15298,3781,7.7,37.5,2.0,6.9,86618,105.8,44.2,46538
15299,6517,100.0,38.8,5.3,9.2,78155,109.4,43.8,46795
15300,10672,47.5,31.2,12.4,37.6,40839,120.1,30.7,46802
15301,8710,79.3,40.1,7.2,16.3,47501,95.4,41.0,46809
15302,6210,31.7,44.0,5.8,16.3,48428,104.1,41.5,46933
15303,1920,29.3,44.2,9.0,11.3,55709,110.5,46.1,46939
15304,1092,100.0,40.5,9.4,27.7,59262,121.1,40.6,46941
15305,116,-666666666.0,29.2,0.0,74.1,33590,63.4,38.5,46946
15306,540,-666666666.0,34.4,0.0,25.0,29544,208.6,38.0,46959
15307,137,-666666666.0,27.4,0.0,7.3,39864,95.7,35.8,46961
15308,9566,39.8,41.6,5.3,15.2,56021,93.6,39.2,46962
15309,2132,-666666666.0,36.7,4.4,10.6,61778,105.6,42.2,46978
15310,133,-666666666.0,64.3,15.3,6.8,57064,101.5,51.2,46998
15311,10185,69.0,39.9,6.9,17.6,58230,94.1,43.5,46001
15312,19306,10.1,35.8,6.4,15.8,56228,87.7,42.1,46012
15313,2917,56.5,40.7,4.6,9.2,74772,98.4,50.6,46030
15314,213,-666666666.0,0.0,0.0,7.0,298774,110.9,65.2,46290
15315,28728,66.1,36.0,14.7,34.6,40367,86.3,31.7,46312
15316,283,-666666666.0,62.7,11.2,19.4,53899,83.8,38.8,46376
15317,40940,29.9,29.0,5.6,12.3,77477,99.3,36.6,46383
15318,12113,51.5,42.5,7.8,16.2,62513,98.4,38.4,46394
15319,6128,100.0,36.3,19.6,44.9,33130,76.8,37.9,46402
15320,11657,64.0,36.6,16.2,44.3,29421,85.7,38.1,46407
15321,4219,87.2,33.3,8.8,10.6,70769,89.2,44.4,46511
15322,32359,40.5,32.0,3.8,14.0,62848,96.9,34.9,46526
15323,26959,8.5,34.3,6.2,10.4,76562,108.2,33.3,46528
15324,31593,53.3,37.4,5.7,15.3,55794,94.5,37.3,46544
15325,3411,22.6,48.3,2.4,3.3,66676,96.6,37.5,46553
15326,5287,1.9,20.9,2.1,6.4,80131,109.3,23.0,46571
15327,135,-666666666.0,63.5,7.2,25.9,47293,62.7,26.7,46595
15328,17802,54.5,36.2,5.2,11.5,65760,105.0,41.4,46703
15329,1605,53.1,54.8,6.8,15.1,54086,109.0,37.7,46705
15330,1259,0.0,47.1,10.5,16.1,59085,101.4,39.9,47443
15331,7077,0.0,33.4,7.5,9.8,79917,94.7,39.2,47396
15332,33052,13.1,29.1,6.5,15.8,62039,100.1,34.0,47403
15333,4790,25.0,43.0,4.6,15.0,55177,94.1,45.8,47432
15334,4916,14.3,47.2,4.6,11.4,61601,101.7,40.7,47452
15335,209,0.0,35.3,11.3,16.7,45603,132.2,48.3,47464
15336,1643,-666666666.0,43.4,6.7,18.5,61073,122.6,45.4,47470
15337,1052,0.0,35.4,6.4,12.5,87313,94.5,41.2,47036
15338,6121,0.0,41.0,5.0,5.3,80007,105.3,44.9,47060
15339,1070,0.0,42.6,8.3,33.3,47392,52.9,29.8,47120
15340,4642,20.0,39.1,7.6,2.7,82064,85.5,40.9,47136
15341,2851,32.7,43.8,5.8,18.7,53429,99.2,37.6,47959
15342,120,-666666666.0,45.3,8.6,4.3,44938,106.9,52.3,47964
15343,1122,92.1,36.7,3.8,14.7,73155,87.3,36.3,47968
15344,3737,69.8,44.7,3.9,9.4,73443,98.9,43.2,47993
15345,4372,21.7,34.6,4.6,10.6,69339,92.3,42.0,47018
15346,6235,35.5,47.8,3.2,8.8,71926,100.6,41.5,47041
15347,5894,33.3,48.7,5.8,16.0,55700,99.8,44.4,47043
15348,7250,0.0,42.2,8.7,20.9,58995,99.7,42.2,47102
15349,578,-666666666.0,53.5,3.0,8.0,45927,161.5,53.3,47116
15350,11410,25.9,26.3,2.9,2.5,124621,95.3,42.7,47119
15351,4362,32.1,35.6,8.1,1.9,92327,103.8,39.7,47124
15352,2046,0.0,32.0,8.1,5.4,83389,88.4,44.2,47163
15353,330,-666666666.0,42.3,6.0,11.8,54217,105.0,33.7,47114
15354,1404,0.0,46.5,0.0,4.6,59292,85.5,48.5,47564
15355,1187,0.0,52.4,6.3,5.4,66599,137.4,45.6,47577
15356,695,0.0,21.8,0.0,33.1,63415,104.4,18.4,47585
15357,922,6.7,44.1,5.1,7.4,63781,118.0,41.9,47597
15358,1560,-666666666.0,47.1,3.2,8.1,66789,102.9,44.6,47649
15359,34587,44.6,35.1,6.2,26.2,48552,92.2,34.3,47714
15360,26802,29.8,29.0,4.8,10.8,60679,80.5,38.5,47715
15361,11359,59.2,37.0,8.6,27.0,43445,97.7,36.1,47804
15362,3625,64.3,41.5,6.8,17.4,55709,352.0,40.1,47838
15363,9630,52.0,47.2,5.1,14.4,51230,97.7,43.4,47842
15364,360,-666666666.0,14.8,7.6,68.5,-666666666,-666666666.0,51.1,47876
15365,41693,27.2,30.3,4.7,12.7,70049,99.0,33.3,47909
