,2017 Pop,2017 Unmarried Women,High School Graduate,Unemployment,Percent Under the Poverty lavel,Mean Income,Sex Ratio,Mean Age,zip code tabulation area
5267,1637,20.7,52.7,9.2,11.1,56996,105.7,45.3,17238
5268,1453,71.0,58.5,7.7,26.8,55611,104.4,32.1,17243
5269,489,30.0,52.2,0.0,7.2,64143,107.2,39.8,17266
5270,2804,41.7,49.2,7.1,9.9,69760,101.3,44.9,17267
5271,8059,21.4,45.6,3.2,4.8,89295,94.9,42.9,17316
5272,460,-666666666.0,63.8,0.0,13.0,42916,91.7,44.5,17318
5273,7758,41.2,35.5,3.8,4.7,87929,102.6,44.3,17320
5274,6159,20.0,50.2,5.6,6.3,77730,102.9,46.0,17322
5275,7002,4.5,29.3,4.0,4.5,105725,90.8,45.8,17349
5276,3667,100.0,40.7,6.4,6.4,79854,113.3,48.6,17353
5277,4241,0.0,40.5,4.8,2.9,70251,101.6,41.1,17501
5278,16865,21.5,43.7,3.9,6.3,81148,105.6,38.6,17517
5279,29695,35.9,39.5,4.5,5.8,78886,88.0,41.5,17022
5280,206,-666666666.0,47.3,37.5,35.3,45820,76.1,60.4,17029
5281,37561,32.4,42.2,5.5,11.0,75824,92.7,42.8,17042
5282,4096,10.4,44.5,3.4,16.1,58611,94.9,36.6,17048
5283,8091,8.9,46.6,5.0,14.7,61012,101.6,47.2,17059
5284,752,0.0,17.4,7.9,4.1,111789,88.9,65.4,17064
5285,4277,38.7,46.5,4.3,5.0,77317,106.6,40.0,17068
5286,69,-666666666.0,67.2,0.0,14.5,37126,115.6,62.3,17075
5287,7288,0.0,38.3,3.3,6.9,80207,92.7,33.5,17519
5288,2962,18.0,28.2,2.7,5.6,93103,87.3,29.2,17535
5289,7469,13.7,33.7,1.1,5.7,92801,94.9,30.7,17555
5290,3853,0.0,48.5,5.0,11.7,69566,101.2,37.2,17563
5291,4278,0.0,39.6,4.0,13.0,74627,89.6,29.9,17572
5292,6309,0.0,37.3,4.3,3.6,82999,101.5,32.9,17579
5293,2166,-666666666.0,48.5,1.3,1.1,82037,113.4,42.6,17582
5294,7445,28.0,48.0,5.8,13.0,66990,103.2,41.5,17751
5295,2494,21.4,49.3,3.4,11.1,73452,98.1,41.6,17772
5296,5313,56.1,51.1,3.8,13.3,56974,100.0,44.3,17233
5297,260,20.0,56.3,4.4,4.2,62831,73.3,39.8,17239
5298,402,40.0,52.1,6.9,11.7,50711,90.5,45.3,17249
5299,29386,44.0,43.4,5.7,11.2,68697,92.5,41.2,17268
5300,295,-666666666.0,50.3,11.5,33.6,53988,121.8,41.2,17271
5301,4665,12.9,42.4,2.8,12.8,60984,92.5,38.3,17004
5302,246,-666666666.0,49.7,3.1,21.1,58617,115.8,45.5,17080
5303,4443,0.0,37.9,2.5,16.2,76162,103.2,43.3,17084
5304,6646,6.9,32.3,5.2,6.1,98364,93.4,39.0,17360
5305,6386,-666666666.0,33.7,2.7,2.5,93009,97.6,44.8,17361
5306,5399,32.8,41.7,7.1,13.1,65976,93.6,38.0,17366
5307,4898,49.4,46.0,2.3,9.5,82558,107.2,42.3,17370
5308,22161,32.1,44.3,3.6,8.2,76992,95.0,41.6,17545
5309,4548,15.2,31.9,4.3,11.6,84597,113.6,28.8,17562
5310,12681,11.8,42.9,4.1,7.7,77678,108.4,32.8,17566
5311,62596,38.7,33.7,7.2,16.4,64281,94.1,36.3,17603
5312,6301,20.5,44.7,5.1,5.7,66213,100.6,40.8,17737
5313,834,80.0,57.3,7.7,25.8,46894,107.5,51.1,17021
5314,8883,55.6,48.9,5.4,5.3,71583,101.7,38.4,17038
5315,3337,19.1,50.9,1.1,15.6,71119,93.3,31.8,17049
5316,22450,33.3,41.8,5.7,14.4,66484,100.1,40.8,17057
5317,1687,11.8,51.0,7.8,18.4,52739,104.7,42.1,17058
5318,1219,15.8,51.5,6.6,17.7,51228,106.6,40.3,17060
5319,16,-666666666.0,0.0,0.0,0.0,-999999999,-666666666.0,-666666666.0,17076
5320,381,-666666666.0,82.7,25.0,16.0,40098,61.4,65.0,17081
5321,1915,100.0,30.5,6.8,37.8,32092,124.5,37.3,17101
5322,739,0.0,58.3,7.9,7.2,72094,102.5,41.1,17212
5323,878,-666666666.0,54.8,0.0,1.4,84089,105.1,80.0,17016
5324,18435,27.6,37.3,4.6,5.6,86457,99.6,42.5,17019
5325,2227,45.0,40.8,2.0,4.0,83371,105.4,40.5,17024
5326,2275,-666666666.0,12.7,7.3,2.8,90042,79.3,20.8,17027
5327,2612,23.1,43.6,7.6,14.6,50756,86.7,39.3,17034
5328,153,-666666666.0,40.0,0.0,0.0,150350,101.3,35.6,17041
5329,2318,17.2,57.0,2.2,9.4,67556,97.6,43.3,17086
5330,1044,0.0,47.5,8.9,3.1,74188,106.3,28.8,17088
5331,23294,13.2,37.2,4.4,12.4,61579,83.8,38.6,17109
5332,26143,62.3,39.2,7.9,17.8,59563,92.5,37.6,17201
5333,1188,-666666666.0,58.0,6.2,4.7,53131,96.4,48.2,17260
5334,10460,26.8,39.3,3.8,11.0,69510,106.9,45.5,17313
5335,25612,16.8,43.6,3.7,6.8,72416,100.0,43.2,17315
5336,12165,24.8,38.1,5.9,7.2,77581,100.5,38.4,17319
5337,4039,0.0,55.7,3.8,10.1,77269,104.4,45.1,17324
5338,224,-666666666.0,48.8,11.0,23.7,43010,86.7,66.3,17748
5339,350,-666666666.0,46.2,7.8,22.3,42934,83.2,48.6,17220
5340,1981,100.0,48.6,6.0,12.0,63051,88.8,29.0,17237
5341,12577,65.0,45.3,7.4,11.1,62934,97.9,41.5,17740
5342,14,-666666666.0,16.7,0.0,14.3,105663,75.0,67.3,17742
5343,18948,57.8,43.2,5.5,21.4,56804,94.4,33.7,17745
5344,737,-666666666.0,54.3,5.1,7.8,60673,107.6,43.8,17760
5345,16139,49.3,50.2,5.1,13.3,56367,105.3,43.1,17801
5346,3439,0.0,50.7,4.3,24.0,52271,108.4,48.9,17834
5347,10555,19.9,42.8,4.8,7.6,68053,96.8,38.5,17844
5348,94,0.0,68.0,20.6,4.3,39394,108.9,32.5,17865
5349,2577,0.0,37.4,3.9,3.9,83916,82.0,41.2,17889
5350,4773,21.4,38.6,1.2,5.7,77635,94.9,42.6,17922
5351,107,-666666666.0,34.6,0.0,0.0,65016,105.8,62.5,17943
5352,4863,74.4,52.7,10.1,30.1,45558,84.1,37.1,17948
5353,483,0.0,57.8,13.6,7.3,53258,110.9,48.3,17953
5354,1972,-666666666.0,52.0,3.0,7.7,57702,105.4,42.3,17009
5355,139,-666666666.0,29.5,0.0,0.0,-999999999,348.4,38.1,17010
5356,17485,31.4,23.6,5.3,16.4,93007,97.2,40.6,17033
5357,20934,53.4,54.1,5.3,14.7,53937,95.7,44.1,17044
5358,201,0.0,47.8,3.0,6.5,87308,105.1,44.5,17829
5359,817,100.0,43.6,12.6,16.1,53961,106.3,44.1,17832
5360,374,-666666666.0,67.0,1.6,5.6,73945,90.8,32.0,17835
5361,1932,15.2,52.2,5.3,13.5,56269,76.1,47.9,17845
5362,154,-666666666.0,50.9,0.0,0.0,96770,140.6,44.1,17861
5363,10424,90.5,53.0,9.3,20.3,48005,150.5,41.8,17866
5364,1581,0.0,42.5,4.5,9.8,58752,90.7,42.4,17929
5365,779,10.7,37.8,2.7,13.6,53105,104.5,29.7,17002
5366,4080,31.6,46.7,4.7,8.8,78612,102.1,44.3,17062
5367,5849,33.6,41.5,4.2,13.2,73394,98.1,34.9,17073
5368,7113,30.2,48.3,6.1,11.7,67840,100.4,43.8,17074
5369,21125,23.8,36.0,4.8,6.3,78576,93.6,43.9,17078
5370,1612,0.0,39.0,4.6,9.9,62502,76.8,35.7,17093
5371,337,0.0,59.1,12.4,18.7,55019,121.7,49.2,17211
5372,35905,19.5,29.4,3.4,6.7,85364,114.5,40.8,17011
5373,1536,50.0,54.4,4.8,8.3,76274,104.5,48.0,17017
5374,381,0.0,48.0,10.2,8.5,63756,108.2,43.7,17005
5375,987,0.0,51.5,3.1,15.7,62217,106.1,33.5,17006
5376,9279,42.9,44.4,4.5,8.2,73207,97.8,43.7,17020
5377,966,0.0,58.7,3.8,8.7,51029,115.1,44.6,17035
5378,2643,0.0,48.5,2.4,13.0,62916,103.2,36.2,17047
5379,6994,41.5,41.6,1.7,7.6,63489,94.0,48.5,17061
5380,4494,81.7,42.1,4.2,7.3,69131,112.8,38.8,17065
5381,2606,30.6,48.2,3.5,6.6,75242,107.5,40.0,17087
5382,19805,73.6,36.1,16.7,33.8,43299,85.1,28.0,17104
5383,520,0.0,53.3,7.0,9.8,58187,87.1,43.4,17213
5384,971,-666666666.0,39.0,10.5,11.7,64055,108.4,45.2,17214
5385,220,-666666666.0,52.6,2.5,7.3,68488,115.7,41.6,17215
5386,11567,53.6,33.5,5.6,11.0,70346,99.6,50.4,17222
5387,19815,18.9,44.6,3.7,4.5,85178,104.3,39.8,17225
5388,2594,27.6,46.3,4.0,7.6,77873,112.4,45.9,17302
5389,10872,60.7,39.4,4.6,5.0,79055,94.7,42.6,17340
5390,258,20.0,42.5,4.0,6.6,75350,115.0,40.6,17355
5391,39459,51.7,35.4,8.8,18.5,79404,92.3,36.4,17403
5392,4379,50.0,47.8,3.8,4.1,79428,97.0,47.8,17516
5393,6261,0.0,33.7,2.9,4.1,94127,84.0,44.6,17538
5394,8308,100.0,35.2,4.7,13.9,64730,93.6,34.0,17554
5395,14300,0.0,36.8,1.2,8.3,69074,86.2,41.5,17557
5396,2723,19.2,44.6,3.8,3.1,108428,116.1,44.9,17565
5397,5837,0.0,39.9,3.5,5.2,95377,100.8,36.2,17569
5398,52614,14.4,27.5,3.4,6.5,96588,94.4,42.7,17601
5399,51809,45.8,34.1,7.3,20.4,65216,99.4,35.9,17602
5400,1584,42.9,52.0,8.0,7.6,59828,100.8,46.3,17721
5401,36,-666666666.0,45.5,0.0,0.0,134217,63.6,57.3,17739
5402,710,20.0,54.0,2.3,6.2,57644,93.5,51.7,17758
5403,5843,27.9,48.2,4.4,18.7,66900,411.2,38.9,17810
5404,1208,0.0,57.3,3.9,12.7,57731,95.8,44.8,17823
5405,242,-666666666.0,48.8,0.0,0.0,30975,126.2,53.7,17887
5406,7526,30.1,48.1,9.0,10.9,55567,141.8,45.5,17921
5407,536,100.0,54.0,10.9,23.5,57244,108.6,31.9,17923
5408,165,-666666666.0,14.0,0.0,0.0,110475,312.5,40.3,17933
5409,1582,62.2,54.4,13.7,29.0,41817,95.3,43.0,17935
5410,1414,100.0,52.7,10.1,10.5,56542,96.4,46.5,17959
5411,3848,58.3,49.3,3.7,7.2,76632,100.0,49.6,17960
5412,11244,15.8,45.7,5.7,5.2,71476,96.3,44.5,17972
5413,2057,48.6,52.0,5.1,10.8,53874,86.2,40.3,17965
5414,247,0.0,47.3,4.5,23.9,44345,88.5,43.8,17978
5415,5409,3.7,45.6,2.8,10.8,67922,93.2,46.2,17820
5416,282,0.0,58.0,3.8,6.4,57230,100.0,55.1,17776
5417,1331,0.0,59.1,5.2,11.0,51051,92.3,46.1,17812
5418,220,-666666666.0,47.6,11.4,10.9,54604,126.8,33.8,17311
5419,6075,11.0,44.2,11.5,12.2,74408,113.7,40.7,17314
5420,16836,41.1,35.1,3.9,7.9,82422,88.3,40.3,17025
5421,5626,16.8,42.9,4.2,8.0,72150,103.0,43.4,17090
5422,568,0.0,57.3,7.3,11.4,73346,102.9,44.3,17265
5423,962,50.0,47.4,0.9,8.4,70423,115.2,37.5,17030
5424,36741,26.0,23.5,3.2,3.6,106508,92.2,43.7,17050
5425,37,-666666666.0,62.1,11.1,10.8,74764,105.6,55.9,17723
5426,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,-666666666.0,17822
5427,298,-666666666.0,42.8,4.1,3.0,78294,117.5,51.9,17371
5428,21603,8.1,40.7,3.0,3.8,97823,98.8,44.3,17015
5429,294,-666666666.0,26.6,0.0,0.0,57715,131.5,57.5,17263
5430,431,-666666666.0,24.6,0.0,22.0,27396,143.5,44.2,17272
5431,23332,27.6,41.0,3.6,6.4,76860,96.2,43.4,17408
5432,311,-666666666.0,19.0,0.0,0.0,75466,119.0,34.3,17779
5433,154,0.0,28.2,6.3,6.0,57466,170.2,54.2,17071
5434,3581,50.0,46.9,2.8,6.9,70237,107.1,43.6,17028
5435,14846,19.2,47.4,4.5,4.8,69247,87.6,41.3,17067
5436,1145,53.3,54.0,4.9,5.4,69846,115.2,39.4,17228
5437,114,0.0,59.0,6.3,36.0,45900,78.1,38.8,17217
5438,35,-666666666.0,54.3,-666666666.0,0.0,-999999999,84.2,-666666666.0,17507
5439,1312,100.0,54.3,2.7,30.0,71033,163.5,29.1,17886
5440,872,50.0,54.3,3.8,6.4,59725,102.8,45.0,17964
5441,68,-666666666.0,51.3,0.0,0.0,90500,161.5,37.7,17083
5442,633,33.3,55.0,9.6,7.7,51305,78.8,43.7,17221
5443,7792,19.6,40.0,4.5,6.9,81012,107.1,45.3,17327
5444,4916,0.0,34.0,4.0,9.0,83781,97.7,26.6,17509
5445,531,0.0,42.7,5.4,3.2,66798,124.1,41.4,17762
5446,2584,0.0,44.2,5.7,8.5,78640,108.4,41.1,17860
5447,2170,37.8,53.7,10.5,25.4,42623,96.9,47.7,17764
5448,4888,36.1,48.4,4.1,14.1,61696,105.7,44.8,17814
5449,53,-666666666.0,84.8,0.0,0.0,50021,96.3,28.9,17056
5450,212,-666666666.0,51.1,0.0,0.0,69762,226.2,43.5,17256
5451,133,-666666666.0,39.8,0.0,0.0,-999999999,155.8,60.6,17039
5452,385,-666666666.0,26.8,0.0,0.0,59139,74.2,81.2,17247
5453,447,-666666666.0,63.3,0.0,9.8,32269,33.4,80.0,17606
5454,844,-666666666.0,66.7,22.6,15.7,66361,80.7,37.8,17550
5455,1849,0.0,42.6,5.0,14.0,52291,75.6,44.4,17876
5456,66,-666666666.0,26.6,4.9,3.0,56533,112.9,64.5,17727
5457,28608,21.3,41.3,5.5,5.7,90502,101.2,43.7,17202
5458,155,-666666666.0,42.9,0.0,0.0,76438,103.9,45.5,17251
5459,151,-666666666.0,84.3,0.0,0.0,73896,84.1,29.8,17246
5460,152,-666666666.0,65.6,0.0,0.0,90108,126.9,41.9,17210
5461,1977,35.0,56.0,6.2,12.1,60943,106.6,42.7,17830
5462,2469,0.0,41.6,2.8,6.8,71348,97.2,41.4,17938
5463,1177,66.7,51.7,2.5,7.7,64167,91.4,48.5,17985
5464,168,0.0,47.6,9.2,11.9,145389,115.4,29.5,17880
5465,2995,62.9,50.6,7.4,14.4,59495,110.5,49.1,17744
5466,1144,0.0,46.3,2.3,1.3,85686,86.3,45.4,17868
5467,3064,14.3,51.9,6.8,7.9,61987,109.9,42.5,17980
5468,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,-666666666.0,17120
5469,8188,22.7,50.1,3.9,5.2,75086,100.3,45.3,17032
5470,22605,37.1,26.0,4.4,7.4,109809,91.4,41.7,17036
5471,2185,20.0,49.6,3.8,6.4,69028,108.7,48.0,17040
5472,5832,28.4,25.3,3.1,6.0,77536,106.3,38.0,17043
5473,31055,54.0,48.2,8.4,17.8,56595,97.1,37.0,17046
5474,4976,38.4,59.0,2.9,10.5,55746,88.0,44.3,17051
5475,5056,20.0,47.3,4.0,5.3,74711,93.3,43.9,17053
5476,36144,8.1,29.5,4.1,6.0,86836,93.1,43.0,17055
5477,217,0.0,55.4,3.2,6.0,66833,117.0,36.5,17836
5478,435,-666666666.0,42.6,0.0,25.1,45243,79.0,42.9,17840
5479,1161,45.0,44.1,4.1,6.9,73042,93.8,39.5,17855
5480,18276,8.1,40.8,4.4,10.2,77309,94.8,42.6,17821
5481,2787,34.6,48.2,4.2,8.5,72910,85.3,50.8,17859
5482,9166,80.0,51.1,7.1,20.3,44755,86.6,42.5,17872
5483,149,100.0,71.2,0.0,0.0,61649,129.2,59.5,17885
5484,462,-666666666.0,59.8,6.9,16.7,47573,104.4,48.3,17934
5485,806,0.0,54.9,1.2,7.8,69533,106.7,41.1,17941
5486,6493,0.0,35.2,3.4,5.1,78663,90.1,49.5,17961
5487,2532,77.4,48.9,5.8,12.6,63647,103.4,47.6,17967
5488,259,-666666666.0,57.0,0.0,20.5,49162,77.4,58.5,17974
5489,6715,67.8,47.8,16.6,38.6,39545,97.0,41.5,17976
5490,2768,45.8,58.0,9.2,16.5,53144,107.3,45.3,17981
5491,1494,44.4,55.6,9.7,10.4,55605,105.5,42.8,17052
5492,3418,39.1,49.6,3.2,9.0,62054,100.4,42.3,17063
5493,112,-666666666.0,28.2,19.6,8.9,53493,111.3,35.3,17069
5494,124,-666666666.0,0.0,24.5,40.3,35130,36.3,27.6,17072
5495,3169,16.7,53.9,4.5,7.8,63419,101.0,44.1,17082
5496,2383,47.6,53.8,11.6,17.2,54435,101.3,44.0,17098
5497,11617,69.4,37.3,9.1,27.1,45937,79.7,31.0,17103
5498,25677,37.1,30.0,8.1,14.2,74547,97.3,39.3,17110
5499,33049,45.0,31.8,3.8,4.8,84196,98.0,40.9,17111
5500,10533,72.5,42.1,6.4,21.0,51874,77.5,33.9,17113
5501,3934,0.0,55.5,3.8,14.8,55478,88.1,47.4,17252
5502,298,0.0,61.1,2.1,21.1,52399,71.3,37.8,17253
5503,4218,50.0,47.1,3.0,9.2,75026,93.8,42.0,17301
5504,2022,12.8,37.4,4.9,2.5,75817,95.9,44.7,17309
5505,2312,0.0,41.7,8.8,11.1,80601,110.2,43.0,17321
5506,2514,21.2,44.3,9.4,1.6,90059,92.1,49.0,17329
5507,44,-666666666.0,54.3,0.0,43.2,-999999999,131.6,28.7,17343
5508,6553,37.5,39.3,3.6,4.1,84753,111.1,37.3,17347
5509,2302,30.4,53.3,3.1,13.6,75582,98.1,51.2,17365
5510,1785,0.0,27.3,7.8,7.5,91598,91.9,31.2,17505
5511,17971,29.5,45.3,6.6,14.8,65522,93.4,39.5,17512
5512,1462,0.0,47.5,3.0,10.8,76224,106.8,31.1,17518
5513,4636,45.5,33.3,2.0,3.0,83283,95.3,43.4,17520
5514,34474,4.4,36.4,4.4,10.1,68956,95.4,38.3,17522
5515,4688,39.7,42.8,6.1,15.3,62271,99.3,39.3,17752
5516,250,-666666666.0,37.4,11.1,5.6,57337,90.8,51.6,17763
5517,1237,0.0,49.6,6.2,12.6,63629,108.6,41.0,17765
5518,15455,30.3,40.0,2.3,9.1,73958,97.3,41.2,17870
5519,4863,12.0,51.4,3.8,13.8,59163,98.7,40.9,17841
5520,7647,32.7,50.4,7.7,15.9,48574,90.3,49.0,17851
5521,531,-666666666.0,53.1,7.0,13.9,43121,126.0,31.8,17862
5522,359,-666666666.0,67.5,4.8,14.5,54863,96.2,50.7,17920
5523,384,78.6,43.4,16.0,26.0,52585,114.5,37.0,17925
5524,11489,40.2,32.6,4.5,16.8,72797,87.3,26.2,17551
5525,20262,7.5,40.2,3.2,9.3,80187,97.8,39.1,17552
5526,192,-666666666.0,54.4,10.8,30.2,65859,131.3,48.5,17570
5527,225,0.0,8.4,0.0,0.0,-999999999,104.5,25.4,17576
5528,224,-666666666.0,52.5,0.0,0.0,-999999999,33.3,34.1,17730
5529,380,45.5,57.7,0.4,3.7,62805,97.9,33.6,17749
5530,163,0.0,60.0,7.3,0.0,69965,158.7,35.5,17750
5531,12489,20.5,30.3,4.4,6.7,82234,92.6,45.8,17754
5532,12354,13.4,38.8,4.1,10.0,69726,77.4,43.9,17756
5533,323,0.0,44.8,18.1,19.5,56401,127.5,46.1,17768
5534,1355,27.3,48.1,7.5,13.7,60825,104.4,45.9,17774
5535,30691,31.3,40.0,4.5,18.3,66774,91.9,32.2,17815
5536,771,100.0,47.4,7.3,3.6,67296,107.3,46.1,17827
5537,19764,64.8,28.5,1.2,9.8,80821,114.7,37.7,17837
5538,3957,20.0,45.6,5.9,12.1,66420,91.1,45.9,17846
5539,11564,19.6,51.8,4.3,14.0,59159,98.1,46.7,17847
5540,3422,0.0,45.4,4.2,8.9,65429,98.8,34.2,17853
5541,1365,36.4,45.5,4.3,10.7,62632,89.8,53.2,17878
5542,225,0.0,74.4,3.4,31.8,38971,67.9,38.3,17884
5543,276,0.0,47.0,6.7,5.4,54559,117.3,48.1,17888
5544,127,-666666666.0,55.1,4.9,16.5,44357,101.6,53.3,17945
5545,6592,54.8,39.0,3.1,5.5,98772,100.5,47.1,17339
5546,24505,27.1,41.4,5.6,9.0,75616,94.4,39.8,17406
5547,2777,54.7,50.3,8.9,15.3,80775,102.1,38.8,17502
5548,2986,14.5,49.8,8.5,11.1,78816,87.9,39.2,17532
5549,10657,22.6,31.3,4.7,13.2,78319,95.9,31.9,17540
5550,43481,15.1,32.1,4.0,5.0,97237,95.1,42.8,17543
5551,9770,20.6,41.5,5.5,11.2,77110,99.1,46.7,17584
5552,43927,30.1,37.5,7.1,21.4,57634,99.5,36.4,17701
5553,10521,15.3,42.0,4.7,10.2,62975,96.9,41.4,17702
5554,4949,35.3,54.3,7.7,15.7,55286,100.1,42.9,17724
5555,5011,53.3,38.9,5.4,7.1,68839,97.1,46.3,17728
5556,46,-666666666.0,56.8,13.3,6.5,51392,84.0,62.2,17729
5557,3209,51.5,46.5,7.7,10.4,69242,99.8,47.4,17771
5558,2092,57.1,51.7,6.8,10.9,64199,104.5,41.6,17813
5559,8529,26.8,51.6,5.0,13.7,63443,102.3,40.4,17842
5560,746,-666666666.0,52.7,1.1,16.0,52933,144.6,39.6,17850
5561,3227,-666666666.0,55.7,7.2,11.3,69181,88.2,42.0,17856
5562,7425,61.2,45.2,3.3,12.2,67439,90.5,43.7,17857
5563,2237,0.0,36.5,2.9,19.0,57156,102.4,32.6,17864
5564,146,-666666666.0,54.7,6.2,12.3,47725,78.0,41.8,17867
5565,23298,37.8,49.2,5.5,10.1,61772,92.2,44.7,17901
5566,488,50.0,42.7,5.7,12.7,60126,106.8,40.8,17930
5567,418,-666666666.0,49.2,23.1,13.1,53731,116.6,34.0,17949
5568,4443,91.2,50.2,14.1,12.1,49256,100.0,43.0,17954
5569,3087,27.5,55.6,12.6,15.6,45034,90.8,43.9,17970
5570,509,-666666666.0,40.5,7.1,11.4,67698,95.8,44.9,17982
5571,765,55.0,47.2,8.7,4.6,74365,105.6,40.3,17936
5572,175,-666666666.0,34.0,12.6,5.2,55286,96.6,31.4,17944
5573,201,-666666666.0,53.2,1.2,7.0,53734,95.1,51.0,17952
5574,1433,50.0,45.0,2.0,8.7,63646,103.6,42.2,17983
5575,11551,0.0,42.6,4.7,9.5,80441,104.7,41.3,17003
5576,5464,0.0,27.1,3.7,1.1,96563,107.9,47.0,17007
5577,35706,31.6,33.7,5.1,12.2,72625,98.9,38.8,17013
5578,4211,6.6,39.1,1.8,7.6,93960,114.0,40.8,17018
5579,3582,50.6,44.8,3.3,14.2,66383,108.4,41.3,17023
5580,3632,27.3,40.2,2.8,6.9,79546,91.7,38.5,17026
5581,999,0.0,40.5,1.2,15.6,74108,112.6,39.0,17037
5582,3183,0.0,45.2,4.1,8.9,68319,95.6,42.9,17045
5583,5436,49.1,55.3,10.3,21.7,47051,88.7,41.9,17066
5584,15900,32.1,33.4,3.9,7.0,79336,96.0,42.2,17070
5585,96,-666666666.0,69.8,0.0,0.0,-999999999,24.7,44.3,17077
5586,1177,-666666666.0,58.7,4.7,8.9,56846,92.0,44.7,17229
5587,608,-666666666.0,16.4,0.0,3.8,81793,87.7,38.5,17235
5588,11552,51.3,48.9,4.4,8.8,64612,103.5,42.3,17241
5589,2277,45.5,56.1,4.6,10.2,56299,110.1,44.6,17264
5590,53,-666666666.0,50.9,0.0,0.0,-999999999,96.3,-666666666.0,17270
5591,93,-666666666.0,0.0,0.0,29.0,-999999999,165.7,61.6,17250
5592,282,-666666666.0,40.0,-666666666.0,-666666666.0,-666666666,200.0,56.3,17261
5593,392,0.0,58.6,9.6,21.9,64833,86.7,32.5,17306
5594,51225,45.7,43.0,4.7,8.5,72714,92.7,42.7,17331
5595,12898,37.9,51.6,5.1,9.3,67724,93.5,44.9,17350
5596,13498,29.1,47.4,3.4,6.6,83353,104.2,43.9,17362
5597,9269,67.3,36.0,5.5,4.8,88986,94.6,45.8,17363
5598,7121,86.1,47.9,7.6,9.8,79768,101.4,48.2,17368
5599,37126,31.0,35.4,3.6,8.7,79226,96.0,42.7,17402
5600,2116,61.5,41.8,5.7,10.7,86532,106.0,44.1,17407
5601,594,-666666666.0,16.6,3.6,0.0,108214,80.5,49.3,17508
5602,12513,41.8,35.1,3.9,13.6,69702,98.9,45.5,18643
5603,3660,100.0,35.2,11.9,38.7,29565,85.0,21.3,18701
5604,5743,0.0,45.6,5.5,14.3,65462,93.6,44.0,18810
5605,1133,100.0,43.5,6.2,11.1,61645,103.0,51.7,18818
5606,736,-666666666.0,26.3,6.1,6.6,106427,108.5,49.1,18915
5607,419,0.0,26.0,13.7,0.0,81526,147.9,52.3,18920
5608,9451,35.4,22.2,3.2,2.4,151908,96.8,44.2,18929
5609,12411,44.8,35.7,5.3,8.3,89544,98.3,45.7,18960
5610,37570,37.7,24.5,3.9,3.7,116339,92.4,47.4,18966
5611,102,-666666666.0,30.4,0.0,0.0,63327,155.0,73.5,18035
5612,110,-666666666.0,39.3,0.0,33.6,32777,64.2,25.1,17946
5613,356,0.0,57.7,0.0,0.0,83569,111.9,46.2,17957
5614,223,0.0,42.6,0.0,9.0,72874,120.8,51.6,17968
5615,17835,29.1,42.7,6.4,8.6,77914,102.5,44.2,18013
5616,686,100.0,57.3,5.6,7.0,68782,119.2,42.8,18030
5617,5240,37.3,40.8,3.1,3.5,84897,101.8,42.2,18041
5618,27403,35.4,36.3,5.9,8.5,69974,91.5,40.2,18052
5619,2203,0.0,39.1,2.8,1.8,70639,90.2,48.6,18053
5620,11703,21.7,37.4,7.8,6.5,80628,104.3,45.1,18055
5621,25782,7.5,32.7,5.6,6.6,96470,97.1,44.3,18064
5622,511,-666666666.0,73.8,33.3,12.4,46246,130.2,43.4,18079
5623,44572,42.6,28.7,5.4,9.0,94988,88.4,40.6,18104
5624,389,-666666666.0,52.6,0.0,69.2,27962,472.1,17.8,18225
5625,8802,62.6,42.2,11.9,11.0,63217,94.9,45.9,18229
5626,6212,0.0,19.6,5.4,3.6,129190,105.5,47.6,18947
5627,20606,21.6,23.8,4.4,7.4,115883,85.7,44.0,18976
5628,490,100.0,29.1,6.8,1.8,121098,103.3,53.7,18980
5629,16,-666666666.0,0.0,0.0,0.0,-999999999,-666666666.0,-666666666.0,18251
5630,8998,0.0,30.4,11.5,14.9,68702,92.6,45.4,18324
5631,534,0.0,17.9,3.4,5.1,53276,62.8,38.5,18331
5632,2591,0.0,35.6,5.8,16.3,69590,113.3,37.9,18346
5633,2624,25.9,39.1,6.8,16.5,77075,118.8,49.2,18445
5634,3460,83.8,44.6,6.8,11.0,64877,101.4,47.6,18446
5635,222,-666666666.0,59.8,0.0,58.6,39164,86.6,40.5,18457
5636,17503,64.6,40.0,12.1,11.7,75432,99.3,37.4,18466
5637,1913,0.0,40.3,2.4,6.5,83273,118.6,47.7,18470
5638,5194,0.0,36.3,5.6,12.0,77673,105.1,46.8,18507
5639,2324,42.9,51.9,8.3,10.4,55846,108.8,53.8,18614
5640,1996,69.6,47.4,7.8,11.4,79964,100.6,45.4,18615
5641,1773,100.0,52.1,11.9,15.6,50090,112.1,37.0,18617
5642,3830,16.7,48.3,6.0,7.5,63466,94.7,45.5,18635
5643,6283,10.4,40.0,6.2,7.3,73123,94.3,43.6,18641
5644,3656,37.9,38.2,7.5,14.6,71866,95.1,38.7,18344
5645,452,50.0,43.2,10.8,7.7,75581,78.7,43.0,18351
5646,82,-666666666.0,8.2,0.0,0.0,87723,70.8,52.4,18356
5647,13416,43.5,44.9,6.5,19.2,57714,92.0,44.1,18407
