,actual,cleared,data_year,offense,ori,state_abbr
16,0,0,2017,rape,NJ0120900,NJ
17,0,0,2017,rape-legacy,NJ0120900,NJ
18,0,0,2017,rape,NJ0121000,NJ
19,0,0,2017,rape-legacy,NJ0121000,NJ
0,0,0,2017,rape,NJ0020200,NJ
1,0,0,2017,rape-legacy,NJ0020200,NJ
2,0,0,2017,rape,NJ0020300,NJ
3,0,0,2017,rape-legacy,NJ0020300,NJ
4,0,0,2017,rape,NJ0020400,NJ
5,0,0,2017,rape-legacy,NJ0020400,NJ
6,0,0,2017,rape,NJ0020500,NJ
7,0,0,2017,rape-legacy,NJ0020500,NJ
8,2,1,2017,rape,NJ0020600,NJ
9,0,0,2017,rape-legacy,NJ0020600,NJ
10,0,0,2017,rape,NJ0020700,NJ
11,0,0,2017,rape-legacy,NJ0020700,NJ
12,0,0,2017,rape,NJ0020800,NJ
13,0,0,2017,rape-legacy,NJ0020800,NJ
14,0,0,2017,rape,NJ0020900,NJ
15,0,0,2017,rape-legacy,NJ0020900,NJ
16,0,0,2017,rape,NJ0021000,NJ
17,0,0,2017,rape-legacy,NJ0021000,NJ
18,0,0,2017,rape,NJ0021100,NJ
19,0,0,2017,rape-legacy,NJ0021100,NJ
0,1,0,2017,rape,NJ0122600,NJ
1,0,0,2017,rape-legacy,NJ0122600,NJ
2,14,2,2017,rape,NJ0123000,NJ
3,0,0,2017,rape-legacy,NJ0123000,NJ
4,1,0,2017,rape,NJ012SP00,NJ
5,0,0,2017,rape-legacy,NJ012SP00,NJ
6,1,1,2017,rape,NJ0130000,NJ
7,0,0,2017,rape-legacy,NJ0130000,NJ
8,0,0,2017,rape,NJ0130100,NJ
9,0,0,2017,rape-legacy,NJ0130100,NJ
10,0,0,2017,rape,NJ0130200,NJ
11,0,0,2017,rape-legacy,NJ0130200,NJ
12,15,5,2017,rape,NJ0130300,NJ
13,0,0,2017,rape-legacy,NJ0130300,NJ
14,0,0,2017,rape,NJ0130400,NJ
15,0,0,2017,rape-legacy,NJ0130400,NJ
16,0,0,2017,rape,NJ0130500,NJ
17,0,0,2017,rape-legacy,NJ0130500,NJ
18,0,0,2017,rape,NJ0130600,NJ
19,0,0,2017,rape-legacy,NJ0130600,NJ
0,0,0,2017,rape,NJ0024800,NJ
1,0,0,2017,rape-legacy,NJ0024800,NJ
2,0,0,2017,rape,NJ0024900,NJ
3,0,0,2017,rape-legacy,NJ0024900,NJ
4,0,0,2017,rape,NJ0025000,NJ
5,0,0,2017,rape-legacy,NJ0025000,NJ
6,1,1,2017,rape,NJ0025100,NJ
7,0,0,2017,rape-legacy,NJ0025100,NJ
8,0,0,2017,rape,NJ0025200,NJ
9,0,0,2017,rape-legacy,NJ0025200,NJ
10,0,0,2017,rape,NJ0025300,NJ
11,0,0,2017,rape-legacy,NJ0025300,NJ
12,0,0,2017,rape,NJ0025400,NJ
13,0,0,2017,rape-legacy,NJ0025400,NJ
14,0,0,2017,rape,NJ0025500,NJ
15,0,0,2017,rape-legacy,NJ0025500,NJ
16,3,1,2017,rape,NJ0025600,NJ
17,0,0,2017,rape-legacy,NJ0025600,NJ
18,0,0,2017,rape,NJ0025700,NJ
19,0,0,2017,rape-legacy,NJ0025700,NJ
0,0,0,2017,rape,NJ0141300,NJ
1,0,0,2017,rape-legacy,NJ0141300,NJ
2,1,1,2017,rape,NJ0141400,NJ
3,0,0,2017,rape-legacy,NJ0141400,NJ
4,0,0,2017,rape,NJ0141500,NJ
5,0,0,2017,rape-legacy,NJ0141500,NJ
6,1,0,2017,rape,NJ0141600,NJ
7,0,0,2017,rape-legacy,NJ0141600,NJ
8,1,0,2017,rape,NJ0141700,NJ
9,0,0,2017,rape-legacy,NJ0141700,NJ
10,0,0,2017,rape,NJ0141800,NJ
11,0,0,2017,rape-legacy,NJ0141800,NJ
12,0,0,2017,rape,NJ0141900,NJ
13,0,0,2017,rape-legacy,NJ0141900,NJ
14,0,0,2017,rape,NJ0142000,NJ
15,0,0,2017,rape-legacy,NJ0142000,NJ
16,0,0,2017,rape,NJ0142100,NJ
17,0,0,2017,rape-legacy,NJ0142100,NJ
18,0,0,2017,rape,NJ0142200,NJ
19,0,0,2017,rape-legacy,NJ0142200,NJ
0,1,0,2017,rape,NJ0043000,NJ
1,0,0,2017,rape-legacy,NJ0043000,NJ
2,2,2,2017,rape,NJ0043100,NJ
3,0,0,2017,rape-legacy,NJ0043100,NJ
4,1,0,2017,rape,NJ0043200,NJ
5,0,0,2017,rape-legacy,NJ0043200,NJ
6,0,0,2017,rape,NJ0043300,NJ
7,0,0,2017,rape-legacy,NJ0043300,NJ
8,12,1,2017,rape,NJ0043400,NJ
9,0,0,2017,rape-legacy,NJ0043400,NJ
10,1,1,2017,rape,NJ0043500,NJ
11,0,0,2017,rape-legacy,NJ0043500,NJ
12,3,1,2017,rape,NJ0043600,NJ
13,0,0,2017,rape-legacy,NJ0043600,NJ
14,0,0,2017,rape,NJ0043700,NJ
15,0,0,2017,rape-legacy,NJ0043700,NJ
16,0,0,2017,rape,NJ0043900,NJ
17,0,0,2017,rape-legacy,NJ0043900,NJ
18,3,0,2017,rape,NJ004SP00,NJ
19,0,0,2017,rape-legacy,NJ004SP00,NJ
0,0,0,2017,rape,NJ0181600,NJ
1,0,0,2017,rape-legacy,NJ0181600,NJ
2,0,0,2017,rape,NJ0181800,NJ
3,0,0,2017,rape-legacy,NJ0181800,NJ
4,1,0,2017,rape,NJ0181900,NJ
5,0,0,2017,rape-legacy,NJ0181900,NJ
6,1,0,2017,rape,NJ0182000,NJ
7,0,0,2017,rape-legacy,NJ0182000,NJ
8,1,1,2017,rape,NJ0182100,NJ
9,0,0,2017,rape-legacy,NJ0182100,NJ
10,0,0,2017,rape,NJ018SP00,NJ
11,0,0,2017,rape-legacy,NJ018SP00,NJ
12,0,0,2017,rape,NJ0190200,NJ
13,0,0,2017,rape-legacy,NJ0190200,NJ
14,1,0,2017,rape,NJ0190400,NJ
15,0,0,2017,rape-legacy,NJ0190400,NJ
16,0,0,2017,rape,NJ0190600,NJ
17,0,0,2017,rape-legacy,NJ0190600,NJ
18,0,0,2017,rape,NJ0190900,NJ
19,0,0,2017,rape-legacy,NJ0190900,NJ
0,0,0,2017,rape,NJ0111200,NJ
1,0,0,2017,rape-legacy,NJ0111200,NJ
2,2,1,2017,rape,NJ0111300,NJ
3,0,0,2017,rape-legacy,NJ0111300,NJ
4,1,0,2017,rape,NJ0111800,NJ
5,0,0,2017,rape-legacy,NJ0111800,NJ
6,1,0,2017,rape,NJ0115000,NJ
7,0,0,2017,rape-legacy,NJ0115000,NJ
8,4,0,2017,rape,NJ011SP00,NJ
9,0,0,2017,rape-legacy,NJ011SP00,NJ
10,5,2,2017,rape,NJ0120100,NJ
11,0,0,2017,rape-legacy,NJ0120100,NJ
12,0,0,2017,rape,NJ0120200,NJ
13,0,0,2017,rape-legacy,NJ0120200,NJ
14,0,0,2017,rape,NJ0120300,NJ
15,0,0,2017,rape-legacy,NJ0120300,NJ
16,3,1,2017,rape,NJ0120400,NJ
17,0,0,2017,rape-legacy,NJ0120400,NJ
18,7,1,2017,rape,NJ0120500,NJ
19,0,0,2017,rape-legacy,NJ0120500,NJ
0,0,0,2017,rape,NJ0026600,NJ
1,0,0,2017,rape-legacy,NJ0026600,NJ
2,1,1,2017,rape,NJ0026700,NJ
3,0,0,2017,rape-legacy,NJ0026700,NJ
4,0,0,2017,rape,NJ0026800,NJ
5,0,0,2017,rape-legacy,NJ0026800,NJ
6,0,0,2017,rape,NJ0026900,NJ
7,0,0,2017,rape-legacy,NJ0026900,NJ
8,4,3,2017,rape,NJ0027000,NJ
9,0,0,2017,rape-legacy,NJ0027000,NJ
10,1,0,2017,rape,NJ002SP00,NJ
11,0,0,2017,rape-legacy,NJ002SP00,NJ
12,1,0,2017,rape,NJ0030200,NJ
13,0,0,2017,rape-legacy,NJ0030200,NJ
14,0,0,2017,rape,NJ0030300,NJ
15,0,0,2017,rape-legacy,NJ0030300,NJ
16,3,0,2017,rape,NJ0030400,NJ
17,0,0,2017,rape-legacy,NJ0030400,NJ
18,0,0,2017,rape,NJ0030500,NJ
19,0,0,2017,rape-legacy,NJ0030500,NJ
0,0,0,2017,rape,NJ0160600,NJ
1,0,0,2017,rape-legacy,NJ0160600,NJ
2,10,6,2017,rape,NJ0160700,NJ
3,0,0,2017,rape-legacy,NJ0160700,NJ
4,45,7,2017,rape,NJ0160800,NJ
5,0,0,2017,rape-legacy,NJ0160800,NJ
6,2,2,2017,rape,NJ0160900,NJ
7,0,0,2017,rape-legacy,NJ0160900,NJ
8,0,0,2017,rape,NJ0161000,NJ
9,0,0,2017,rape-legacy,NJ0161000,NJ
10,0,0,2017,rape,NJ0161100,NJ
11,0,0,2017,rape-legacy,NJ0161100,NJ
12,0,0,2017,rape,NJ0161200,NJ
13,0,0,2017,rape-legacy,NJ0161200,NJ
14,2,2,2017,rape,NJ0161300,NJ
15,0,0,2017,rape-legacy,NJ0161300,NJ
16,1,0,2017,rape,NJ0161400,NJ
17,0,0,2017,rape-legacy,NJ0161400,NJ
18,4,3,2017,rape,NJ0161500,NJ
19,0,0,2017,rape-legacy,NJ0161500,NJ
0,1,1,2017,rape,NJ0110400,NJ
1,0,0,2017,rape-legacy,NJ0110400,NJ
2,1,0,2017,rape,NJ0110500,NJ
3,0,0,2017,rape-legacy,NJ0110500,NJ
4,4,0,2017,rape,NJ0110600,NJ
5,0,0,2017,rape-legacy,NJ0110600,NJ
6,5,4,2017,rape,NJ0110700,NJ
7,0,0,2017,rape-legacy,NJ0110700,NJ
8,0,0,2017,rape,NJ0110800,NJ
9,0,0,2017,rape-legacy,NJ0110800,NJ
10,0,0,2017,rape,NJ0111000,NJ
11,0,0,2017,rape-legacy,NJ0111000,NJ
12,63,23,2017,rape,NJ0111100,NJ
13,0,0,2017,rape-legacy,NJ0111100,NJ
14,0,0,2017,rape,NJ0111200,NJ
15,0,0,2017,rape-legacy,NJ0111200,NJ
16,2,1,2017,rape,NJ0111300,NJ
17,0,0,2017,rape-legacy,NJ0111300,NJ
18,1,0,2017,rape,NJ0111800,NJ
19,0,0,2017,rape-legacy,NJ0111800,NJ
0,6,2,2017,rape,NJ0032000,NJ
1,0,0,2017,rape-legacy,NJ0032000,NJ
2,9,5,2017,rape,NJ0032100,NJ
3,0,0,2017,rape-legacy,NJ0032100,NJ
4,0,0,2017,rape,NJ0032200,NJ
5,0,0,2017,rape-legacy,NJ0032200,NJ
6,1,0,2017,rape,NJ0032300,NJ
7,0,0,2017,rape-legacy,NJ0032300,NJ
8,7,0,2017,rape,NJ0032400,NJ
9,0,0,2017,rape-legacy,NJ0032400,NJ
10,10,0,2017,rape,NJ0032500,NJ
11,0,0,2017,rape-legacy,NJ0032500,NJ
12,0,0,2017,rape,NJ0032600,NJ
13,0,0,2017,rape-legacy,NJ0032600,NJ
14,0,0,2017,rape,NJ0032700,NJ
15,0,0,2017,rape-legacy,NJ0032700,NJ
16,3,0,2017,rape,NJ0032800,NJ
17,0,0,2017,rape-legacy,NJ0032800,NJ
18,0,0,2017,rape,NJ0032900,NJ
19,0,0,2017,rape-legacy,NJ0032900,NJ
0,4,1,2017,rape,NJ0191800,NJ
1,0,0,2017,rape-legacy,NJ0191800,NJ
2,2,0,2017,rape,NJ0191900,NJ
3,0,0,2017,rape-legacy,NJ0191900,NJ
4,0,0,2017,rape,NJ0192200,NJ
5,0,0,2017,rape-legacy,NJ0192200,NJ
6,8,0,2017,rape,NJ019SP00,NJ
7,0,0,2017,rape-legacy,NJ019SP00,NJ
8,0,0,2017,rape,NJ0200100,NJ
9,0,0,2017,rape-legacy,NJ0200100,NJ
10,0,0,2017,rape,NJ0200200,NJ
11,0,0,2017,rape-legacy,NJ0200200,NJ
12,0,0,2017,rape,NJ0200300,NJ
13,0,0,2017,rape-legacy,NJ0200300,NJ
14,47,5,2017,rape,NJ0200400,NJ
15,0,0,2017,rape-legacy,NJ0200400,NJ
16,0,0,2017,rape,NJ0200500,NJ
17,0,0,2017,rape-legacy,NJ0200500,NJ
18,0,0,2017,rape,NJ0200600,NJ
19,0,0,2017,rape-legacy,NJ0200600,NJ
0,1,0,2017,rape,NJ0134500,NJ
1,0,0,2017,rape-legacy,NJ0134500,NJ
2,0,0,2017,rape,NJ0134700,NJ
3,0,0,2017,rape-legacy,NJ0134700,NJ
4,0,0,2017,rape,NJ0134800,NJ
5,0,0,2017,rape-legacy,NJ0134800,NJ
6,0,0,2017,rape,NJ0134900,NJ
7,0,0,2017,rape-legacy,NJ0134900,NJ
8,1,1,2017,rape,NJ0135000,NJ
9,0,0,2017,rape-legacy,NJ0135000,NJ
10,0,1,2017,rape,NJ0135200,NJ
11,0,0,2017,rape-legacy,NJ0135200,NJ
12,2,2,2017,rape,NJ0135300,NJ
13,0,0,2017,rape-legacy,NJ0135300,NJ
14,3,0,2017,rape,NJ013559E,NJ
15,0,0,2017,rape-legacy,NJ013559E,NJ
16,1,0,2017,rape,NJ0135600,NJ
17,0,0,2017,rape-legacy,NJ0135600,NJ
18,2,0,2017,rape,NJ013SP00,NJ
19,0,0,2017,rape-legacy,NJ013SP00,NJ
0,0,0,2017,rape,NJ0081200,NJ
1,0,0,2017,rape-legacy,NJ0081200,NJ
2,0,0,2017,rape,NJ0081300,NJ
3,0,0,2017,rape-legacy,NJ0081300,NJ
4,0,0,2017,rape,NJ0081400,NJ
5,0,0,2017,rape-legacy,NJ0081400,NJ
6,0,0,2017,rape,NJ0081500,NJ
7,0,0,2017,rape-legacy,NJ0081500,NJ
8,0,0,2017,rape,NJ0081600,NJ
9,0,0,2017,rape-legacy,NJ0081600,NJ
10,0,0,2017,rape,NJ0081700,NJ
11,0,0,2017,rape-legacy,NJ0081700,NJ
12,4,4,2017,rape,NJ0081800,NJ
13,0,0,2017,rape-legacy,NJ0081800,NJ
14,0,0,2017,rape,NJ0081900,NJ
15,0,0,2017,rape-legacy,NJ0081900,NJ
16,1,0,2017,rape,NJ0082000,NJ
17,0,0,2017,rape-legacy,NJ0082000,NJ
18,1,1,2017,rape,NJ0082100,NJ
19,0,0,2017,rape-legacy,NJ0082100,NJ
0,2,0,2017,rape,NJ0031100,NJ
1,0,0,2017,rape-legacy,NJ0031100,NJ
2,3,2,2017,rape,NJ0031200,NJ
3,0,0,2017,rape-legacy,NJ0031200,NJ
4,4,3,2017,rape,NJ0031300,NJ
5,0,0,2017,rape-legacy,NJ0031300,NJ
6,2,0,2017,rape,NJ0031500,NJ
7,0,0,2017,rape-legacy,NJ0031500,NJ
8,10,0,2017,rape,NJ0031700,NJ
9,0,0,2017,rape-legacy,NJ0031700,NJ
10,3,0,2017,rape,NJ0031800,NJ
11,0,0,2017,rape-legacy,NJ0031800,NJ
12,1,0,2017,rape,NJ0031900,NJ
13,0,0,2017,rape-legacy,NJ0031900,NJ
14,6,2,2017,rape,NJ0032000,NJ
15,0,0,2017,rape-legacy,NJ0032000,NJ
16,9,5,2017,rape,NJ0032100,NJ
17,0,0,2017,rape-legacy,NJ0032100,NJ
18,0,0,2017,rape,NJ0032200,NJ
19,0,0,2017,rape-legacy,NJ0032200,NJ
0,0,0,2017,rape,NJ0211500,NJ
1,0,0,2017,rape-legacy,NJ0211500,NJ
2,0,0,2017,rape,NJ0211600,NJ
3,0,0,2017,rape-legacy,NJ0211600,NJ
4,0,0,2017,rape,NJ0211700,NJ
5,0,0,2017,rape-legacy,NJ0211700,NJ
6,6,2,2017,rape,NJ0211900,NJ
7,0,0,2017,rape-legacy,NJ0211900,NJ
8,0,0,2017,rape,NJ0212000,NJ
9,0,0,2017,rape-legacy,NJ0212000,NJ
10,0,0,2017,rape,NJ0212100,NJ
11,0,0,2017,rape-legacy,NJ0212100,NJ
12,0,0,2017,rape,NJ0212200,NJ
13,0,0,2017,rape-legacy,NJ0212200,NJ
14,1,1,2017,rape,NJ021SP00,NJ
15,0,0,2017,rape-legacy,NJ021SP00,NJ
16,116,11,2017,rape,NJNPD0000,NJ
17,0,0,2017,rape-legacy,NJNPD0000,NJ
18,0,0,2017,rape,NJNPIPP00,NJ
19,0,0,2017,rape-legacy,NJNPIPP00,NJ
0,0,0,2017,rape,NJ0152200,NJ
1,0,0,2017,rape-legacy,NJ0152200,NJ
2,0,0,2017,rape,NJ0152300,NJ
3,0,0,2017,rape-legacy,NJ0152300,NJ
4,2,3,2017,rape,NJ0152400,NJ
5,0,0,2017,rape-legacy,NJ0152400,NJ
6,0,0,2017,rape,NJ0152500,NJ
7,0,0,2017,rape-legacy,NJ0152500,NJ
8,0,0,2017,rape,NJ0152600,NJ
9,0,0,2017,rape-legacy,NJ0152600,NJ
10,1,0,2017,rape,NJ0152700,NJ
11,0,0,2017,rape-legacy,NJ0152700,NJ
12,0,0,2017,rape,NJ0152800,NJ
13,0,0,2017,rape-legacy,NJ0152800,NJ
14,0,0,2017,rape,NJ0152900,NJ
15,0,0,2017,rape-legacy,NJ0152900,NJ
16,1,0,2017,rape,NJ0153000,NJ
17,0,0,2017,rape-legacy,NJ0153000,NJ
18,0,0,2017,rape,NJ0153100,NJ
19,0,0,2017,rape-legacy,NJ0153100,NJ
0,4,1,2017,rape,NJ0132100,NJ
1,0,0,2017,rape-legacy,NJ0132100,NJ
2,0,0,2017,rape,NJ0132200,NJ
3,0,0,2017,rape-legacy,NJ0132200,NJ
4,0,0,2017,rape,NJ0132300,NJ
5,0,0,2017,rape-legacy,NJ0132300,NJ
6,0,0,2017,rape,NJ0132400,NJ
7,0,0,2017,rape-legacy,NJ0132400,NJ
8,7,4,2017,rape,NJ0132500,NJ
9,0,0,2017,rape-legacy,NJ0132500,NJ
10,2,0,2017,rape,NJ0132600,NJ
11,0,0,2017,rape-legacy,NJ0132600,NJ
12,0,0,2017,rape,NJ0132700,NJ
13,0,0,2017,rape-legacy,NJ0132700,NJ
14,0,0,2017,rape,NJ0132800,NJ
15,0,0,2017,rape-legacy,NJ0132800,NJ
16,0,0,2017,rape,NJ0132900,NJ
17,0,0,2017,rape-legacy,NJ0132900,NJ
18,1,1,2017,rape,NJ0133000,NJ
19,0,0,2017,rape-legacy,NJ0133000,NJ
0,0,0,2017,rape,NJ009SP00,NJ
1,0,0,2017,rape-legacy,NJ009SP00,NJ
2,0,0,2017,rape,NJ0100400,NJ
3,0,0,2017,rape-legacy,NJ0100400,NJ
4,1,1,2017,rape,NJ0100500,NJ
5,0,0,2017,rape-legacy,NJ0100500,NJ
6,0,0,2017,rape,NJ0100600,NJ
7,0,0,2017,rape-legacy,NJ0100600,NJ
8,0,0,2017,rape,NJ0100700,NJ
9,0,0,2017,rape-legacy,NJ0100700,NJ
10,0,0,2017,rape,NJ0100900,NJ
11,0,0,2017,rape-legacy,NJ0100900,NJ
12,0,0,2017,rape,NJ0101000,NJ
13,0,0,2017,rape-legacy,NJ0101000,NJ
14,0,0,2017,rape,NJ0101100,NJ
15,0,0,2017,rape-legacy,NJ0101100,NJ
16,0,0,2017,rape,NJ0101400,NJ
17,0,0,2017,rape-legacy,NJ0101400,NJ
18,2,1,2017,rape,NJ0101500,NJ
19,0,0,2017,rape-legacy,NJ0101500,NJ
0,22,8,2017,rape,NJ0060100,NJ
1,0,0,2017,rape-legacy,NJ0060100,NJ
2,12,4,2017,rape,NJ0061000,NJ
3,0,0,2017,rape-legacy,NJ0061000,NJ
4,24,17,2017,rape,NJ0061400,NJ
5,0,0,2017,rape-legacy,NJ0061400,NJ
6,12,6,2017,rape,NJ006SP00,NJ
7,0,0,2017,rape-legacy,NJ006SP00,NJ
8,0,0,2017,rape,NJ0070000,NJ
9,0,0,2017,rape-legacy,NJ0070000,NJ
10,2,0,2017,rape,NJ0070100,NJ
11,0,0,2017,rape-legacy,NJ0070100,NJ
12,0,0,2017,rape,NJ0070200,NJ
13,0,0,2017,rape-legacy,NJ0070200,NJ
14,4,0,2017,rape,NJ0070300,NJ
15,0,0,2017,rape-legacy,NJ0070300,NJ
16,1,0,2017,rape,NJ0070400,NJ
17,0,0,2017,rape-legacy,NJ0070400,NJ
18,1,1,2017,rape,NJ0070500,NJ
19,0,0,2017,rape-legacy,NJ0070500,NJ
0,13,1,2017,rape,NJ0033000,NJ
1,0,0,2017,rape-legacy,NJ0033000,NJ
2,0,0,2017,rape,NJ0033100,NJ
3,0,0,2017,rape-legacy,NJ0033100,NJ
4,0,0,2017,rape,NJ0033200,NJ
5,0,0,2017,rape-legacy,NJ0033200,NJ
6,0,0,2017,rape,NJ0033500,NJ
7,0,0,2017,rape-legacy,NJ0033500,NJ
8,7,1,2017,rape,NJ0033800,NJ
9,0,0,2017,rape-legacy,NJ0033800,NJ
10,13,4,2017,rape,NJ003SP00,NJ
11,0,0,2017,rape-legacy,NJ003SP00,NJ
12,0,0,2017,rape,NJ0040000,NJ
13,0,0,2017,rape-legacy,NJ0040000,NJ
14,0,0,2017,rape,NJ0040100,NJ
15,0,0,2017,rape-legacy,NJ0040100,NJ
16,0,0,2017,rape,NJ0040200,NJ
17,0,0,2017,rape-legacy,NJ0040200,NJ
18,0,0,2017,rape,NJ0040300,NJ
19,0,0,2017,rape-legacy,NJ0040300,NJ
0,0,0,2017,rape,NJ0024600,NJ
1,0,0,2017,rape-legacy,NJ0024600,NJ
2,0,0,2017,rape,NJ0024700,NJ
3,0,0,2017,rape-legacy,NJ0024700,NJ
4,0,0,2017,rape,NJ0024800,NJ
5,0,0,2017,rape-legacy,NJ0024800,NJ
6,0,0,2017,rape,NJ0024900,NJ
7,0,0,2017,rape-legacy,NJ0024900,NJ
8,0,0,2017,rape,NJ0025000,NJ
9,0,0,2017,rape-legacy,NJ0025000,NJ
10,1,1,2017,rape,NJ0025100,NJ
11,0,0,2017,rape-legacy,NJ0025100,NJ
12,0,0,2017,rape,NJ0025200,NJ
13,0,0,2017,rape-legacy,NJ0025200,NJ
14,0,0,2017,rape,NJ0025300,NJ
15,0,0,2017,rape-legacy,NJ0025300,NJ
16,0,0,2017,rape,NJ0025400,NJ
17,0,0,2017,rape-legacy,NJ0025400,NJ
18,0,0,2017,rape,NJ0025500,NJ
19,0,0,2017,rape-legacy,NJ0025500,NJ
0,0,0,2017,rape,NJ0020300,NJ
1,0,0,2017,rape-legacy,NJ0020300,NJ
2,0,0,2017,rape,NJ0020400,NJ
3,0,0,2017,rape-legacy,NJ0020400,NJ
4,0,0,2017,rape,NJ0020500,NJ
5,0,0,2017,rape-legacy,NJ0020500,NJ
6,2,1,2017,rape,NJ0020600,NJ
7,0,0,2017,rape-legacy,NJ0020600,NJ
8,0,0,2017,rape,NJ0020700,NJ
9,0,0,2017,rape-legacy,NJ0020700,NJ
10,0,0,2017,rape,NJ0020800,NJ
11,0,0,2017,rape-legacy,NJ0020800,NJ
12,0,0,2017,rape,NJ0020900,NJ
13,0,0,2017,rape-legacy,NJ0020900,NJ
14,0,0,2017,rape,NJ0021000,NJ
15,0,0,2017,rape-legacy,NJ0021000,NJ
16,0,0,2017,rape,NJ0021100,NJ
17,0,0,2017,rape-legacy,NJ0021100,NJ
18,0,0,2017,rape,NJ0021200,NJ
19,0,0,2017,rape-legacy,NJ0021200,NJ
0,6,2,2017,rape,NJ0211900,NJ
1,0,0,2017,rape-legacy,NJ0211900,NJ
2,0,0,2017,rape,NJ0212000,NJ
3,0,0,2017,rape-legacy,NJ0212000,NJ
4,0,0,2017,rape,NJ0212100,NJ
5,0,0,2017,rape-legacy,NJ0212100,NJ
6,0,0,2017,rape,NJ0212200,NJ
7,0,0,2017,rape-legacy,NJ0212200,NJ
8,1,1,2017,rape,NJ021SP00,NJ
9,0,0,2017,rape-legacy,NJ021SP00,NJ
10,116,11,2017,rape,NJNPD0000,NJ
11,0,0,2017,rape-legacy,NJNPD0000,NJ
12,0,0,2017,rape,NJNPIPP00,NJ
13,0,0,2017,rape-legacy,NJNPIPP00,NJ
14,0,0,2017,rape,NJNYPOA00,NJ
15,0,0,2017,rape-legacy,NJNYPOA00,NJ
16,0,0,2017,rape,NJ0010000,NJ
17,0,0,2017,rape-legacy,NJ0010000,NJ
18,2,0,2017,rape,NJ0010100,NJ
19,0,0,2017,rape-legacy,NJ0010100,NJ
0,14,2,2017,rape,NJ0201200,NJ
1,0,0,2017,rape-legacy,NJ0201200,NJ
2,3,2,2017,rape,NJ0201300,NJ
3,0,0,2017,rape-legacy,NJ0201300,NJ
4,0,0,2017,rape,NJ0201400,NJ
5,0,0,2017,rape-legacy,NJ0201400,NJ
6,0,0,2017,rape,NJ0201500,NJ
7,0,0,2017,rape-legacy,NJ0201500,NJ
8,1,0,2017,rape,NJ0201600,NJ
9,0,0,2017,rape-legacy,NJ0201600,NJ
10,5,0,2017,rape,NJ0201700,NJ
11,0,0,2017,rape-legacy,NJ0201700,NJ
12,3,2,2017,rape,NJ0201800,NJ
13,0,0,2017,rape-legacy,NJ0201800,NJ
14,3,1,2017,rape,NJ0201900,NJ
15,0,0,2017,rape-legacy,NJ0201900,NJ
16,0,0,2017,rape,NJ0202000,NJ
17,0,0,2017,rape-legacy,NJ0202000,NJ
18,0,0,2017,rape,NJ0202100,NJ
19,0,0,2017,rape-legacy,NJ0202100,NJ
0,8,0,2017,rape,NJ019SP00,NJ
1,0,0,2017,rape-legacy,NJ019SP00,NJ
2,0,0,2017,rape,NJ0200100,NJ
3,0,0,2017,rape-legacy,NJ0200100,NJ
4,0,0,2017,rape,NJ0200200,NJ
5,0,0,2017,rape-legacy,NJ0200200,NJ
6,0,0,2017,rape,NJ0200300,NJ
7,0,0,2017,rape-legacy,NJ0200300,NJ
8,47,5,2017,rape,NJ0200400,NJ
9,0,0,2017,rape-legacy,NJ0200400,NJ
10,0,0,2017,rape,NJ0200500,NJ
11,0,0,2017,rape-legacy,NJ0200500,NJ
12,0,0,2017,rape,NJ0200600,NJ
13,0,0,2017,rape-legacy,NJ0200600,NJ
14,2,0,2017,rape,NJ0200700,NJ
15,0,0,2017,rape-legacy,NJ0200700,NJ
16,4,1,2017,rape,NJ0200800,NJ
17,0,0,2017,rape-legacy,NJ0200800,NJ
18,13,0,2017,rape,NJ0200900,NJ
19,0,0,2017,rape-legacy,NJ0200900,NJ
0,0,0,2017,rape,NJ0192200,NJ
1,0,0,2017,rape-legacy,NJ0192200,NJ
2,8,0,2017,rape,NJ019SP00,NJ
3,0,0,2017,rape-legacy,NJ019SP00,NJ
4,0,0,2017,rape,NJ0200100,NJ
5,0,0,2017,rape-legacy,NJ0200100,NJ
6,0,0,2017,rape,NJ0200200,NJ
7,0,0,2017,rape-legacy,NJ0200200,NJ
8,0,0,2017,rape,NJ0200300,NJ
9,0,0,2017,rape-legacy,NJ0200300,NJ
10,47,5,2017,rape,NJ0200400,NJ
11,0,0,2017,rape-legacy,NJ0200400,NJ
12,0,0,2017,rape,NJ0200500,NJ
13,0,0,2017,rape-legacy,NJ0200500,NJ
14,0,0,2017,rape,NJ0200600,NJ
15,0,0,2017,rape-legacy,NJ0200600,NJ
16,2,0,2017,rape,NJ0200700,NJ
17,0,0,2017,rape-legacy,NJ0200700,NJ
18,4,1,2017,rape,NJ0200800,NJ
19,0,0,2017,rape-legacy,NJ0200800,NJ
0,1,0,2017,robbery,NJ020SP00,NJ
1,0,0,2017,robbery,NJ0210200,NJ
2,0,0,2017,robbery,NJ0210300,NJ
3,0,0,2017,robbery,NJ0210400,NJ
4,1,0,2017,robbery,NJ0210700,NJ
5,1,0,2017,robbery,NJ0210800,NJ
6,0,0,2017,robbery,NJ0211200,NJ
7,2,0,2017,robbery,NJ0211500,NJ
8,2,0,2017,robbery,NJ0211600,NJ
9,0,0,2017,robbery,NJ0211700,NJ
10,7,1,2017,robbery,NJ0211900,NJ
11,0,0,2017,robbery,NJ0212000,NJ
12,0,0,2017,robbery,NJ0212100,NJ
