,actual,cleared,data_year,offense,ori,state_abbr
18,5,5,2017,homicide,NJ0132500,NJ
19,0,0,2017,homicide,NJ0132600,NJ
0,2,1,2017,homicide,NJ0130300,NJ
1,0,0,2017,homicide,NJ0130400,NJ
2,0,0,2017,homicide,NJ0130500,NJ
3,0,0,2017,homicide,NJ0130600,NJ
4,0,0,2017,homicide,NJ0130700,NJ
5,0,0,2017,homicide,NJ0130800,NJ
6,0,0,2017,homicide,NJ0130900,NJ
7,0,0,2017,homicide,NJ0131000,NJ
8,0,0,2017,homicide,NJ0131100,NJ
9,0,0,2017,homicide,NJ0131200,NJ
10,0,0,2017,homicide,NJ0131300,NJ
11,0,0,2017,homicide,NJ0131500,NJ
12,0,0,2017,homicide,NJ0131600,NJ
13,0,0,2017,homicide,NJ0131700,NJ
14,1,1,2017,homicide,NJ0131800,NJ
15,0,0,2017,homicide,NJ0131900,NJ
16,0,0,2017,homicide,NJ0132000,NJ
17,1,1,2017,homicide,NJ0132100,NJ
18,0,0,2017,homicide,NJ0132200,NJ
19,0,0,2017,homicide,NJ0132300,NJ
0,1,1,2017,rape,NJ0133000,NJ
1,0,0,2017,rape-legacy,NJ0133000,NJ
2,3,1,2017,rape,NJ0133100,NJ
3,0,0,2017,rape-legacy,NJ0133100,NJ
4,0,0,2017,rape,NJ0133300,NJ
5,0,0,2017,rape-legacy,NJ0133300,NJ
6,5,1,2017,rape,NJ0133400,NJ
7,0,0,2017,rape-legacy,NJ0133400,NJ
8,1,1,2017,rape,NJ0133500,NJ
9,0,0,2017,rape-legacy,NJ0133500,NJ
10,0,0,2017,rape,NJ0133600,NJ
11,0,0,2017,rape-legacy,NJ0133600,NJ
12,3,2,2017,rape,NJ0133700,NJ
13,0,0,2017,rape-legacy,NJ0133700,NJ
14,2,0,2017,rape,NJ0133800,NJ
15,0,0,2017,rape-legacy,NJ0133800,NJ
16,3,3,2017,rape,NJ0133900,NJ
17,0,0,2017,rape-legacy,NJ0133900,NJ
18,5,1,2017,rape,NJ0134000,NJ
19,0,0,2017,rape-legacy,NJ0134000,NJ
0,0,1,2017,rape,NJ0135200,NJ
1,0,0,2017,rape-legacy,NJ0135200,NJ
2,2,2,2017,rape,NJ0135300,NJ
3,0,0,2017,rape-legacy,NJ0135300,NJ
4,3,0,2017,rape,NJ013559E,NJ
5,0,0,2017,rape-legacy,NJ013559E,NJ
6,1,0,2017,rape,NJ0135600,NJ
7,0,0,2017,rape-legacy,NJ0135600,NJ
8,2,0,2017,rape,NJ013SP00,NJ
9,0,0,2017,rape-legacy,NJ013SP00,NJ
10,1,1,2017,rape,NJ0140100,NJ
11,0,0,2017,rape-legacy,NJ0140100,NJ
12,1,0,2017,rape,NJ0140200,NJ
13,0,0,2017,rape-legacy,NJ0140200,NJ
14,1,0,2017,rape,NJ0140300,NJ
15,0,0,2017,rape-legacy,NJ0140300,NJ
16,0,0,2017,rape,NJ0140400,NJ
17,0,0,2017,rape-legacy,NJ0140400,NJ
18,0,0,2017,rape,NJ0140500,NJ
19,0,0,2017,rape-legacy,NJ0140500,NJ
0,0,0,2017,rape,NJ0142500,NJ
1,0,0,2017,rape-legacy,NJ0142500,NJ
2,0,0,2017,rape,NJ0142600,NJ
3,0,0,2017,rape-legacy,NJ0142600,NJ
4,3,1,2017,rape,NJ0142700,NJ
5,0,0,2017,rape-legacy,NJ0142700,NJ
6,0,0,2017,rape,NJ0142800,NJ
7,0,0,2017,rape-legacy,NJ0142800,NJ
8,7,1,2017,rape,NJ0142900,NJ
9,0,0,2017,rape-legacy,NJ0142900,NJ
10,0,0,2017,rape,NJ0143000,NJ
11,0,0,2017,rape-legacy,NJ0143000,NJ
12,0,0,2017,rape,NJ0143100,NJ
13,0,0,2017,rape-legacy,NJ0143100,NJ
14,0,0,2017,rape,NJ0143200,NJ
15,0,0,2017,rape-legacy,NJ0143200,NJ
16,0,0,2017,rape,NJ0143300,NJ
17,0,0,2017,rape-legacy,NJ0143300,NJ
18,0,0,2017,rape,NJ0143400,NJ
19,0,0,2017,rape-legacy,NJ0143400,NJ
0,2,3,2017,rape,NJ0152400,NJ
1,0,0,2017,rape-legacy,NJ0152400,NJ
2,0,0,2017,rape,NJ0152500,NJ
3,0,0,2017,rape-legacy,NJ0152500,NJ
4,0,0,2017,rape,NJ0152600,NJ
5,0,0,2017,rape-legacy,NJ0152600,NJ
6,1,0,2017,rape,NJ0152700,NJ
7,0,0,2017,rape-legacy,NJ0152700,NJ
8,0,0,2017,rape,NJ0152800,NJ
9,0,0,2017,rape-legacy,NJ0152800,NJ
10,0,0,2017,rape,NJ0152900,NJ
11,0,0,2017,rape-legacy,NJ0152900,NJ
12,1,0,2017,rape,NJ0153000,NJ
13,0,0,2017,rape-legacy,NJ0153000,NJ
14,0,0,2017,rape,NJ0153100,NJ
15,0,0,2017,rape-legacy,NJ0153100,NJ
16,0,0,2017,rape,NJ0153200,NJ
17,0,0,2017,rape-legacy,NJ0153200,NJ
18,1,1,2017,rape,NJ0153300,NJ
19,0,0,2017,rape-legacy,NJ0153300,NJ
0,1,0,2017,rape,NJ0180900,NJ
1,0,0,2017,rape-legacy,NJ0180900,NJ
2,5,0,2017,rape,NJ0181000,NJ
3,0,0,2017,rape-legacy,NJ0181000,NJ
4,5,1,2017,rape,NJ0181100,NJ
5,0,0,2017,rape-legacy,NJ0181100,NJ
6,0,0,2017,rape,NJ0181300,NJ
7,0,0,2017,rape-legacy,NJ0181300,NJ
8,6,0,2017,rape,NJ0181400,NJ
9,0,0,2017,rape-legacy,NJ0181400,NJ
10,0,0,2017,rape,NJ0181500,NJ
11,0,0,2017,rape-legacy,NJ0181500,NJ
12,0,0,2017,rape,NJ0181600,NJ
13,0,0,2017,rape-legacy,NJ0181600,NJ
14,0,0,2017,rape,NJ0181800,NJ
15,0,0,2017,rape-legacy,NJ0181800,NJ
16,1,0,2017,rape,NJ0181900,NJ
17,0,0,2017,rape-legacy,NJ0181900,NJ
18,1,0,2017,rape,NJ0182000,NJ
19,0,0,2017,rape-legacy,NJ0182000,NJ
0,0,0,2017,rape,NJ0212000,NJ
1,0,0,2017,rape-legacy,NJ0212000,NJ
2,0,0,2017,rape,NJ0212100,NJ
3,0,0,2017,rape-legacy,NJ0212100,NJ
4,0,0,2017,rape,NJ0212200,NJ
5,0,0,2017,rape-legacy,NJ0212200,NJ
6,1,1,2017,rape,NJ021SP00,NJ
7,0,0,2017,rape-legacy,NJ021SP00,NJ
8,116,11,2017,rape,NJNPD0000,NJ
9,0,0,2017,rape-legacy,NJNPD0000,NJ
10,0,0,2017,rape,NJNPIPP00,NJ
11,0,0,2017,rape-legacy,NJNPIPP00,NJ
12,0,0,2017,rape,NJNYPOA00,NJ
13,0,0,2017,rape-legacy,NJNYPOA00,NJ
14,0,0,2017,rape,NJ0010000,NJ
15,0,0,2017,rape-legacy,NJ0010000,NJ
16,2,0,2017,rape,NJ0010100,NJ
17,0,0,2017,rape-legacy,NJ0010100,NJ
18,24,6,2017,rape,NJ0010200,NJ
19,0,0,2017,rape-legacy,NJ0010200,NJ
0,0,0,2017,rape,NJ0024200,NJ
1,0,0,2017,rape-legacy,NJ0024200,NJ
2,0,0,2017,rape,NJ0024300,NJ
3,0,0,2017,rape-legacy,NJ0024300,NJ
4,1,1,2017,rape,NJ0024400,NJ
5,0,0,2017,rape-legacy,NJ0024400,NJ
6,0,0,2017,rape,NJ0024500,NJ
7,0,0,2017,rape-legacy,NJ0024500,NJ
8,0,0,2017,rape,NJ0024600,NJ
9,0,0,2017,rape-legacy,NJ0024600,NJ
10,0,0,2017,rape,NJ0024700,NJ
11,0,0,2017,rape-legacy,NJ0024700,NJ
12,0,0,2017,rape,NJ0024800,NJ
13,0,0,2017,rape-legacy,NJ0024800,NJ
14,0,0,2017,rape,NJ0024900,NJ
15,0,0,2017,rape-legacy,NJ0024900,NJ
16,0,0,2017,rape,NJ0025000,NJ
17,0,0,2017,rape-legacy,NJ0025000,NJ
18,1,1,2017,rape,NJ0025100,NJ
19,0,0,2017,rape-legacy,NJ0025100,NJ
0,2,0,2017,rape,NJ0041600,NJ
1,0,0,2017,rape-legacy,NJ0041600,NJ
2,0,0,2017,rape,NJ0041700,NJ
3,0,0,2017,rape-legacy,NJ0041700,NJ
4,0,0,2017,rape,NJ0041800,NJ
5,0,0,2017,rape-legacy,NJ0041800,NJ
6,0,0,2017,rape,NJ0041900,NJ
7,0,0,2017,rape-legacy,NJ0041900,NJ
8,0,0,2017,rape,NJ0042000,NJ
9,0,0,2017,rape-legacy,NJ0042000,NJ
10,0,0,2017,rape,NJ0042100,NJ
11,0,0,2017,rape-legacy,NJ0042100,NJ
12,13,6,2017,rape,NJ0042200,NJ
13,0,0,2017,rape-legacy,NJ0042200,NJ
14,0,0,2017,rape,NJ0042300,NJ
15,0,0,2017,rape-legacy,NJ0042300,NJ
16,0,1,2017,rape,NJ0042400,NJ
17,0,0,2017,rape-legacy,NJ0042400,NJ
18,0,1,2017,rape,NJ0042500,NJ
19,0,0,2017,rape-legacy,NJ0042500,NJ
0,4,4,2017,rape,NJ0081800,NJ
1,0,0,2017,rape-legacy,NJ0081800,NJ
2,0,0,2017,rape,NJ0081900,NJ
3,0,0,2017,rape-legacy,NJ0081900,NJ
4,1,0,2017,rape,NJ0082000,NJ
5,0,0,2017,rape-legacy,NJ0082000,NJ
6,1,1,2017,rape,NJ0082100,NJ
7,0,0,2017,rape-legacy,NJ0082100,NJ
8,0,0,2017,rape,NJ0082200,NJ
9,0,0,2017,rape-legacy,NJ0082200,NJ
10,0,0,2017,rape,NJ0082300,NJ
11,0,0,2017,rape-legacy,NJ0082300,NJ
12,0,0,2017,rape,NJ0082400,NJ
13,0,0,2017,rape-legacy,NJ0082400,NJ
14,3,3,2017,rape,NJ0082600,NJ
15,0,0,2017,rape-legacy,NJ0082600,NJ
16,0,0,2017,rape,NJ008SP00,NJ
17,0,0,2017,rape-legacy,NJ008SP00,NJ
18,11,2,2017,rape,NJ0090100,NJ
19,0,0,2017,rape-legacy,NJ0090100,NJ
0,0,0,2017,rape,NJ0131700,NJ
1,0,0,2017,rape-legacy,NJ0131700,NJ
2,5,0,2017,rape,NJ0131800,NJ
3,0,0,2017,rape-legacy,NJ0131800,NJ
4,6,5,2017,rape,NJ0131900,NJ
5,0,0,2017,rape-legacy,NJ0131900,NJ
6,0,0,2017,rape,NJ0132000,NJ
7,0,0,2017,rape-legacy,NJ0132000,NJ
8,4,1,2017,rape,NJ0132100,NJ
9,0,0,2017,rape-legacy,NJ0132100,NJ
10,0,0,2017,rape,NJ0132200,NJ
11,0,0,2017,rape-legacy,NJ0132200,NJ
12,0,0,2017,rape,NJ0132300,NJ
13,0,0,2017,rape-legacy,NJ0132300,NJ
14,0,0,2017,rape,NJ0132400,NJ
15,0,0,2017,rape-legacy,NJ0132400,NJ
16,7,4,2017,rape,NJ0132500,NJ
17,0,0,2017,rape-legacy,NJ0132500,NJ
18,2,0,2017,rape,NJ0132600,NJ
19,0,0,2017,rape-legacy,NJ0132600,NJ
0,0,0,2017,rape,NJ0153200,NJ
1,0,0,2017,rape-legacy,NJ0153200,NJ
2,1,1,2017,rape,NJ0153300,NJ
3,0,0,2017,rape-legacy,NJ0153300,NJ
4,2,1,2017,rape,NJ015SP00,NJ
5,0,0,2017,rape-legacy,NJ015SP00,NJ
6,0,0,2017,rape,NJ0160100,NJ
7,0,0,2017,rape-legacy,NJ0160100,NJ
8,8,4,2017,rape,NJ0160200,NJ
9,0,0,2017,rape-legacy,NJ0160200,NJ
10,0,0,2017,rape,NJ0160300,NJ
11,0,0,2017,rape-legacy,NJ0160300,NJ
12,0,0,2017,rape,NJ0160400,NJ
13,0,0,2017,rape-legacy,NJ0160400,NJ
14,0,0,2017,rape,NJ0160500,NJ
15,0,0,2017,rape-legacy,NJ0160500,NJ
16,0,0,2017,rape,NJ0160600,NJ
17,0,0,2017,rape-legacy,NJ0160600,NJ
18,10,6,2017,rape,NJ0160700,NJ
19,0,0,2017,rape-legacy,NJ0160700,NJ
0,0,0,2017,rape,NJ0011800,NJ
1,0,0,2017,rape-legacy,NJ0011800,NJ
2,5,0,2017,rape,NJ0011900,NJ
3,0,0,2017,rape-legacy,NJ0011900,NJ
4,1,0,2017,rape,NJ0012100,NJ
5,0,0,2017,rape-legacy,NJ0012100,NJ
6,0,0,2017,rape,NJ0012200,NJ
7,0,0,2017,rape-legacy,NJ0012200,NJ
8,4,0,2017,rape,NJ0012400,NJ
9,0,0,2017,rape-legacy,NJ0012400,NJ
10,5,0,2017,rape,NJ001SP00,NJ
11,0,0,2017,rape-legacy,NJ001SP00,NJ
12,4,2,2017,rape,NJ0020000,NJ
13,0,0,2017,rape-legacy,NJ0020000,NJ
14,0,0,2017,rape,NJ0020100,NJ
15,0,0,2017,rape-legacy,NJ0020100,NJ
16,0,0,2017,rape,NJ0020200,NJ
17,0,0,2017,rape-legacy,NJ0020200,NJ
18,0,0,2017,rape,NJ0020300,NJ
19,0,0,2017,rape-legacy,NJ0020300,NJ
0,0,0,2017,rape,NJ0041700,NJ
1,0,0,2017,rape-legacy,NJ0041700,NJ
2,0,0,2017,rape,NJ0041800,NJ
3,0,0,2017,rape-legacy,NJ0041800,NJ
4,0,0,2017,rape,NJ0041900,NJ
5,0,0,2017,rape-legacy,NJ0041900,NJ
6,0,0,2017,rape,NJ0042000,NJ
7,0,0,2017,rape-legacy,NJ0042000,NJ
8,0,0,2017,rape,NJ0042100,NJ
9,0,0,2017,rape-legacy,NJ0042100,NJ
10,13,6,2017,rape,NJ0042200,NJ
11,0,0,2017,rape-legacy,NJ0042200,NJ
12,0,0,2017,rape,NJ0042300,NJ
13,0,0,2017,rape-legacy,NJ0042300,NJ
14,0,1,2017,rape,NJ0042400,NJ
15,0,0,2017,rape-legacy,NJ0042400,NJ
16,0,1,2017,rape,NJ0042500,NJ
17,0,0,2017,rape-legacy,NJ0042500,NJ
18,0,0,2017,rape,NJ0042600,NJ
19,0,0,2017,rape-legacy,NJ0042600,NJ
0,0,0,2017,rape,NJ0111200,NJ
1,0,0,2017,rape-legacy,NJ0111200,NJ
2,2,1,2017,rape,NJ0111300,NJ
3,0,0,2017,rape-legacy,NJ0111300,NJ
4,1,0,2017,rape,NJ0111800,NJ
5,0,0,2017,rape-legacy,NJ0111800,NJ
6,1,0,2017,rape,NJ0115000,NJ
7,0,0,2017,rape-legacy,NJ0115000,NJ
8,4,0,2017,rape,NJ011SP00,NJ
9,0,0,2017,rape-legacy,NJ011SP00,NJ
10,5,2,2017,rape,NJ0120100,NJ
11,0,0,2017,rape-legacy,NJ0120100,NJ
12,0,0,2017,rape,NJ0120200,NJ
13,0,0,2017,rape-legacy,NJ0120200,NJ
14,0,0,2017,rape,NJ0120300,NJ
15,0,0,2017,rape-legacy,NJ0120300,NJ
16,3,1,2017,rape,NJ0120400,NJ
17,0,0,2017,rape-legacy,NJ0120400,NJ
18,7,1,2017,rape,NJ0120500,NJ
19,0,0,2017,rape-legacy,NJ0120500,NJ
0,0,0,2017,rape,NJ0152300,NJ
1,0,0,2017,rape-legacy,NJ0152300,NJ
2,2,3,2017,rape,NJ0152400,NJ
3,0,0,2017,rape-legacy,NJ0152400,NJ
4,0,0,2017,rape,NJ0152500,NJ
5,0,0,2017,rape-legacy,NJ0152500,NJ
6,0,0,2017,rape,NJ0152600,NJ
7,0,0,2017,rape-legacy,NJ0152600,NJ
8,1,0,2017,rape,NJ0152700,NJ
9,0,0,2017,rape-legacy,NJ0152700,NJ
10,0,0,2017,rape,NJ0152800,NJ
11,0,0,2017,rape-legacy,NJ0152800,NJ
12,0,0,2017,rape,NJ0152900,NJ
13,0,0,2017,rape-legacy,NJ0152900,NJ
14,1,0,2017,rape,NJ0153000,NJ
15,0,0,2017,rape-legacy,NJ0153000,NJ
16,0,0,2017,rape,NJ0153100,NJ
17,0,0,2017,rape-legacy,NJ0153100,NJ
18,0,0,2017,rape,NJ0153200,NJ
19,0,0,2017,rape-legacy,NJ0153200,NJ
0,0,0,2017,rape,NJ0022500,NJ
1,0,0,2017,rape-legacy,NJ0022500,NJ
2,0,0,2017,rape,NJ0022600,NJ
3,0,0,2017,rape-legacy,NJ0022600,NJ
4,0,0,2017,rape,NJ0022700,NJ
5,0,0,2017,rape-legacy,NJ0022700,NJ
6,0,0,2017,rape,NJ0022800,NJ
7,0,0,2017,rape-legacy,NJ0022800,NJ
8,0,0,2017,rape,NJ0022900,NJ
9,0,0,2017,rape-legacy,NJ0022900,NJ
10,0,0,2017,rape,NJ0023000,NJ
11,0,0,2017,rape-legacy,NJ0023000,NJ
12,6,2,2017,rape,NJ0023100,NJ
13,0,0,2017,rape-legacy,NJ0023100,NJ
14,2,1,2017,rape,NJ0023200,NJ
15,0,0,2017,rape-legacy,NJ0023200,NJ
16,3,2,2017,rape,NJ0023300,NJ
17,0,0,2017,rape-legacy,NJ0023300,NJ
18,2,2,2017,rape,NJ0023400,NJ
19,0,0,2017,rape-legacy,NJ0023400,NJ
0,0,0,2017,rape,NJ0080300,NJ
1,0,0,2017,rape-legacy,NJ0080300,NJ
2,0,0,2017,rape,NJ0080400,NJ
3,0,0,2017,rape-legacy,NJ0080400,NJ
4,3,2,2017,rape,NJ0080500,NJ
5,0,0,2017,rape-legacy,NJ0080500,NJ
6,0,0,2017,rape,NJ0080600,NJ
7,0,0,2017,rape-legacy,NJ0080600,NJ
8,1,1,2017,rape,NJ0080700,NJ
9,0,0,2017,rape-legacy,NJ0080700,NJ
10,3,1,2017,rape,NJ0080800,NJ
11,0,0,2017,rape-legacy,NJ0080800,NJ
12,0,0,2017,rape,NJ0080900,NJ
13,0,0,2017,rape-legacy,NJ0080900,NJ
14,0,0,2017,rape,NJ0081000,NJ
15,0,0,2017,rape-legacy,NJ0081000,NJ
16,6,2,2017,rape,NJ0081100,NJ
17,0,0,2017,rape-legacy,NJ0081100,NJ
18,0,0,2017,rape,NJ0081200,NJ
19,0,0,2017,rape-legacy,NJ0081200,NJ
0,0,0,2017,rape,NJ0142800,NJ
1,0,0,2017,rape-legacy,NJ0142800,NJ
2,7,1,2017,rape,NJ0142900,NJ
3,0,0,2017,rape-legacy,NJ0142900,NJ
4,0,0,2017,rape,NJ0143000,NJ
5,0,0,2017,rape-legacy,NJ0143000,NJ
6,0,0,2017,rape,NJ0143100,NJ
7,0,0,2017,rape-legacy,NJ0143100,NJ
8,0,0,2017,rape,NJ0143200,NJ
9,0,0,2017,rape-legacy,NJ0143200,NJ
10,0,0,2017,rape,NJ0143300,NJ
11,0,0,2017,rape-legacy,NJ0143300,NJ
12,0,0,2017,rape,NJ0143400,NJ
13,0,0,2017,rape-legacy,NJ0143400,NJ
14,1,0,2017,rape,NJ0143500,NJ
15,0,0,2017,rape-legacy,NJ0143500,NJ
16,1,0,2017,rape,NJ0143600,NJ
17,0,0,2017,rape-legacy,NJ0143600,NJ
18,2,1,2017,rape,NJ0143800,NJ
19,0,0,2017,rape-legacy,NJ0143800,NJ
0,0,0,2017,rape,NJ0022000,NJ
1,0,0,2017,rape-legacy,NJ0022000,NJ
2,5,3,2017,rape,NJ0022100,NJ
3,0,0,2017,rape-legacy,NJ0022100,NJ
4,1,0,2017,rape,NJ0022200,NJ
5,0,0,2017,rape-legacy,NJ0022200,NJ
6,8,3,2017,rape,NJ0022300,NJ
7,0,0,2017,rape-legacy,NJ0022300,NJ
8,1,1,2017,rape,NJ0022400,NJ
9,0,0,2017,rape-legacy,NJ0022400,NJ
10,0,0,2017,rape,NJ0022500,NJ
11,0,0,2017,rape-legacy,NJ0022500,NJ
12,0,0,2017,rape,NJ0022600,NJ
13,0,0,2017,rape-legacy,NJ0022600,NJ
14,0,0,2017,rape,NJ0022700,NJ
15,0,0,2017,rape-legacy,NJ0022700,NJ
16,0,0,2017,rape,NJ0022800,NJ
17,0,0,2017,rape-legacy,NJ0022800,NJ
18,0,0,2017,rape,NJ0022900,NJ
19,0,0,2017,rape-legacy,NJ0022900,NJ
0,11,2,2017,rape,NJ0090100,NJ
1,0,0,2017,rape-legacy,NJ0090100,NJ
2,0,0,2017,rape,NJ0090200,NJ
3,0,0,2017,rape-legacy,NJ0090200,NJ
4,4,0,2017,rape,NJ0090300,NJ
5,0,0,2017,rape-legacy,NJ0090300,NJ
6,0,0,2017,rape,NJ0090400,NJ
7,0,0,2017,rape-legacy,NJ0090400,NJ
8,10,6,2017,rape,NJ0090500,NJ
9,0,0,2017,rape-legacy,NJ0090500,NJ
10,123,17,2017,rape,NJ0090600,NJ
11,0,0,2017,rape-legacy,NJ0090600,NJ
12,1,0,2017,rape,NJ0090700,NJ
13,0,0,2017,rape-legacy,NJ0090700,NJ
14,9,3,2017,rape,NJ0090800,NJ
15,0,0,2017,rape-legacy,NJ0090800,NJ
16,2,0,2017,rape,NJ0090900,NJ
17,0,0,2017,rape-legacy,NJ0090900,NJ
18,1,0,2017,rape,NJ0091000,NJ
19,0,0,2017,rape-legacy,NJ0091000,NJ
0,2,2,2017,rape,NJ0160900,NJ
1,0,0,2017,rape-legacy,NJ0160900,NJ
2,0,0,2017,rape,NJ0161000,NJ
3,0,0,2017,rape-legacy,NJ0161000,NJ
4,0,0,2017,rape,NJ0161100,NJ
5,0,0,2017,rape-legacy,NJ0161100,NJ
6,0,0,2017,rape,NJ0161200,NJ
7,0,0,2017,rape-legacy,NJ0161200,NJ
8,2,2,2017,rape,NJ0161300,NJ
9,0,0,2017,rape-legacy,NJ0161300,NJ
10,1,0,2017,rape,NJ0161400,NJ
11,0,0,2017,rape-legacy,NJ0161400,NJ
12,4,3,2017,rape,NJ0161500,NJ
13,0,0,2017,rape-legacy,NJ0161500,NJ
14,1,0,2017,rape,NJ0161600,NJ
15,0,0,2017,rape-legacy,NJ0161600,NJ
16,0,0,2017,rape,NJ0161700,NJ
17,0,0,2017,rape-legacy,NJ0161700,NJ
18,0,0,2017,rape,NJ016SP00,NJ
19,0,0,2017,rape-legacy,NJ016SP00,NJ
0,7,1,2017,rape,NJ0033800,NJ
1,0,0,2017,rape-legacy,NJ0033800,NJ
2,13,4,2017,rape,NJ003SP00,NJ
3,0,0,2017,rape-legacy,NJ003SP00,NJ
4,0,0,2017,rape,NJ0040000,NJ
5,0,0,2017,rape-legacy,NJ0040000,NJ
6,0,0,2017,rape,NJ0040100,NJ
7,0,0,2017,rape-legacy,NJ0040100,NJ
8,0,0,2017,rape,NJ0040200,NJ
9,0,0,2017,rape-legacy,NJ0040200,NJ
10,0,0,2017,rape,NJ0040300,NJ
11,0,0,2017,rape-legacy,NJ0040300,NJ
12,0,0,2017,rape,NJ0040400,NJ
13,0,0,2017,rape-legacy,NJ0040400,NJ
14,0,0,2017,rape,NJ0040500,NJ
15,0,0,2017,rape-legacy,NJ0040500,NJ
16,0,0,2017,rape,NJ0040600,NJ
17,0,0,2017,rape-legacy,NJ0040600,NJ
18,1,0,2017,rape,NJ0040700,NJ
19,0,0,2017,rape-legacy,NJ0040700,NJ
0,3,3,2017,rape,NJ0133900,NJ
1,0,0,2017,rape-legacy,NJ0133900,NJ
2,5,1,2017,rape,NJ0134000,NJ
3,0,0,2017,rape-legacy,NJ0134000,NJ
4,0,0,2017,rape,NJ0134200,NJ
5,0,0,2017,rape-legacy,NJ0134200,NJ
6,0,0,2017,rape,NJ0134300,NJ
7,0,0,2017,rape-legacy,NJ0134300,NJ
8,0,0,2017,rape,NJ0134400,NJ
9,0,0,2017,rape-legacy,NJ0134400,NJ
10,1,0,2017,rape,NJ0134500,NJ
11,0,0,2017,rape-legacy,NJ0134500,NJ
12,0,0,2017,rape,NJ0134700,NJ
13,0,0,2017,rape-legacy,NJ0134700,NJ
14,0,0,2017,rape,NJ0134800,NJ
15,0,0,2017,rape-legacy,NJ0134800,NJ
16,0,0,2017,rape,NJ0134900,NJ
17,0,0,2017,rape-legacy,NJ0134900,NJ
18,1,1,2017,rape,NJ0135000,NJ
19,0,0,2017,rape-legacy,NJ0135000,NJ
0,0,0,2017,rape,NJ0022800,NJ
1,0,0,2017,rape-legacy,NJ0022800,NJ
2,0,0,2017,rape,NJ0022900,NJ
3,0,0,2017,rape-legacy,NJ0022900,NJ
4,0,0,2017,rape,NJ0023000,NJ
5,0,0,2017,rape-legacy,NJ0023000,NJ
6,6,2,2017,rape,NJ0023100,NJ
7,0,0,2017,rape-legacy,NJ0023100,NJ
8,2,1,2017,rape,NJ0023200,NJ
9,0,0,2017,rape-legacy,NJ0023200,NJ
10,3,2,2017,rape,NJ0023300,NJ
11,0,0,2017,rape-legacy,NJ0023300,NJ
12,2,2,2017,rape,NJ0023400,NJ
13,0,0,2017,rape-legacy,NJ0023400,NJ
14,1,1,2017,rape,NJ0023500,NJ
15,0,0,2017,rape-legacy,NJ0023500,NJ
16,0,0,2017,rape,NJ0023600,NJ
17,0,0,2017,rape-legacy,NJ0023600,NJ
18,0,0,2017,rape,NJ0023700,NJ
19,0,0,2017,rape-legacy,NJ0023700,NJ
0,22,8,2017,rape,NJ0121400,NJ
1,0,0,2017,rape-legacy,NJ0121400,NJ
2,3,0,2017,rape,NJ0121500,NJ
3,0,0,2017,rape-legacy,NJ0121500,NJ
4,5,0,2017,rape,NJ0121600,NJ
5,0,0,2017,rape-legacy,NJ0121600,NJ
6,8,0,2017,rape,NJ0121700,NJ
7,0,0,2017,rape-legacy,NJ0121700,NJ
8,0,0,2017,rape,NJ0121800,NJ
9,0,0,2017,rape-legacy,NJ0121800,NJ
10,3,2,2017,rape,NJ0121900,NJ
11,0,0,2017,rape-legacy,NJ0121900,NJ
12,1,1,2017,rape,NJ0122000,NJ
13,0,0,2017,rape-legacy,NJ0122000,NJ
14,8,2,2017,rape,NJ0122100,NJ
15,0,0,2017,rape-legacy,NJ0122100,NJ
16,0,0,2017,rape,NJ0122200,NJ
17,0,0,2017,rape-legacy,NJ0122200,NJ
18,3,0,2017,rape,NJ0122300,NJ
19,0,0,2017,rape-legacy,NJ0122300,NJ
0,1,0,2017,rape,NJ0012100,NJ
1,0,0,2017,rape-legacy,NJ0012100,NJ
2,0,0,2017,rape,NJ0012200,NJ
3,0,0,2017,rape-legacy,NJ0012200,NJ
4,4,0,2017,rape,NJ0012400,NJ
5,0,0,2017,rape-legacy,NJ0012400,NJ
6,5,0,2017,rape,NJ001SP00,NJ
7,0,0,2017,rape-legacy,NJ001SP00,NJ
8,4,2,2017,rape,NJ0020000,NJ
9,0,0,2017,rape-legacy,NJ0020000,NJ
10,0,0,2017,rape,NJ0020100,NJ
11,0,0,2017,rape-legacy,NJ0020100,NJ
12,0,0,2017,rape,NJ0020200,NJ
13,0,0,2017,rape-legacy,NJ0020200,NJ
14,0,0,2017,rape,NJ0020300,NJ
15,0,0,2017,rape-legacy,NJ0020300,NJ
16,0,0,2017,rape,NJ0020400,NJ
17,0,0,2017,rape-legacy,NJ0020400,NJ
18,0,0,2017,rape,NJ0020500,NJ
19,0,0,2017,rape-legacy,NJ0020500,NJ
0,5,2,2017,rape,NJ0120100,NJ
1,0,0,2017,rape-legacy,NJ0120100,NJ
2,0,0,2017,rape,NJ0120200,NJ
3,0,0,2017,rape-legacy,NJ0120200,NJ
4,0,0,2017,rape,NJ0120300,NJ
5,0,0,2017,rape-legacy,NJ0120300,NJ
6,3,1,2017,rape,NJ0120400,NJ
7,0,0,2017,rape-legacy,NJ0120400,NJ
8,7,1,2017,rape,NJ0120500,NJ
9,0,0,2017,rape-legacy,NJ0120500,NJ
10,0,0,2017,rape,NJ0120600,NJ
11,0,0,2017,rape-legacy,NJ0120600,NJ
12,1,1,2017,rape,NJ0120700,NJ
13,0,0,2017,rape-legacy,NJ0120700,NJ
14,0,0,2017,rape,NJ0120800,NJ
15,0,0,2017,rape-legacy,NJ0120800,NJ
